protein_row_id,structure_unique_sequence_id,TED_n_residues,TED_n_high,TED_n_medium,TED_n_low,TED_n_consensus,TED_high_domains,TED_medium_domains,TED_low_domains,TED_searchable_domain_count,TED_searchable_high_domain_count,TED_searchable_medium_domain_count,TED_domains_with_cath_hit_count,TED_domains_without_cath_hit_count,TED_domain_hit_coverage,TED_mean_novelty_l2_topk,TED_max_novelty_l2_topk,TED_best_top1_target,TED_best_top1_cosine,TED_best_cath_domain_id,TED_best_cath_class_code,TED_best_cath_class_name,TED_best_cath_architecture_code,TED_best_cath_architecture_name,TED_best_cath_topology_code,TED_best_cath_topology_name,TED_best_cath_superfamily_code,TED_best_cath_superfamily_name,TED_top_hit_targets_all,TED_top_hit_superfamilies_all,TED_top_hit_topologies_all,TED_best_domain_id,TED_best_domain_confidence,TED_best_domain_ranges,TED_best_domain_novelty_l2_topk,TED_best_domain_top1_target,TED_best_domain_top1_cosine,TED_best_domain_cath_superfamily_code,TED_best_domain_cath_superfamily_name,TED_domain_summary_compact
2103,SEQ_D2D781A1BD3A,118.0,1.0,0.0,0.0,1.0,3-116,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.351768,37.351768,dompdb/3rnqA00,0.978708,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1678_obody_SEQ_D2D781A1BD3A_local_exact_prediction__H001,high,3-116,37.351768,dompdb/3rnqA00,0.978708,2.60.40.10,Immunoglobulins,R1678_obody_SEQ_D2D781A1BD3A_local_exact_prediction__H001|high|3-116|dompdb/3rnqA00|2.60.40.10|37.351768
2104,SEQ_484BA704F650,598.0,0.0,1.0,4.0,1.0,na,243-489,"2-126,5-470,18-126_135-241,135-242",1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1679_obody_SEQ_484BA704F650_PDB_exact__M001|medium|243-489|||
2105,SEQ_05817C3A512E,130.0,1.0,0.0,0.0,1.0,3-122,na,na,1.0,1.0,0.0,1.0,0.0,1.0,43.501068,43.501068,dompdb/3rnqA00,0.945773,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1680_obody_SEQ_05817C3A512E_local_exact_prediction__H001,high,3-122,43.501068,dompdb/3rnqA00,0.945773,2.60.40.10,Immunoglobulins,R1680_obody_SEQ_05817C3A512E_local_exact_prediction__H001|high|3-122|dompdb/3rnqA00|2.60.40.10|43.501068
2106,SEQ_B6B1F2FCA000,132.0,1.0,0.0,0.0,1.0,4-124,na,na,1.0,1.0,0.0,1.0,0.0,1.0,39.748833,39.748833,dompdb/3rnqA00,0.960064,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1681_obody_SEQ_B6B1F2FCA000_local_exact_prediction__H001,high,4-124,39.748833,dompdb/3rnqA00,0.960064,2.60.40.10,Immunoglobulins,R1681_obody_SEQ_B6B1F2FCA000_local_exact_prediction__H001|high|4-124|dompdb/3rnqA00|2.60.40.10|39.748833
2107,SEQ_FE2A758888AB,3015.0,0.0,1.0,2.0,1.0,na,391-405_438-637,"2-124,4-215",1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"R1682_obody_SEQ_FE2A758888AB_PDB_exact__M001|medium|391-405,438-637|||"
2108,SEQ_D13CFB3A30BF,120.0,1.0,0.0,0.0,1.0,3-118,na,na,1.0,1.0,0.0,1.0,0.0,1.0,41.716774,41.716774,dompdb/3rnqA00,0.954924,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1683_obody_SEQ_D13CFB3A30BF_local_exact_prediction__H001,high,3-118,41.716774,dompdb/3rnqA00,0.954924,2.60.40.10,Immunoglobulins,R1683_obody_SEQ_D13CFB3A30BF_local_exact_prediction__H001|high|3-118|dompdb/3rnqA00|2.60.40.10|41.716774
2109,SEQ_53F38A5DB9DF,123.0,1.0,0.0,0.0,1.0,3-104_113-121,na,na,1.0,1.0,0.0,1.0,0.0,1.0,39.940731,39.940731,dompdb/3rnqA00,0.962769,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1684_obody_SEQ_53F38A5DB9DF_local_exact_prediction__H001,high,"3-104,113-121",39.940731,dompdb/3rnqA00,0.962769,2.60.40.10,Immunoglobulins,"R1684_obody_SEQ_53F38A5DB9DF_local_exact_prediction__H001|high|3-104,113-121|dompdb/3rnqA00|2.60.40.10|39.940731"
2110,SEQ_64FF7C36D828,124.0,1.0,0.0,0.0,1.0,4-121,na,na,1.0,1.0,0.0,1.0,0.0,1.0,35.357533,35.357533,dompdb/3rnqA00,0.976205,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1685_obody_SEQ_64FF7C36D828_local_exact_prediction__H001,high,4-121,35.357533,dompdb/3rnqA00,0.976205,2.60.40.10,Immunoglobulins,R1685_obody_SEQ_64FF7C36D828_local_exact_prediction__H001|high|4-121|dompdb/3rnqA00|2.60.40.10|35.357533
2111,SEQ_6D1757AEA160,200.0,0.0,0.0,1.0,0.0,na,na,2-123,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,SEQ_6C8882A174D8,1253.0,0.0,2.0,4.0,2.0,na,"2-330,348-562","2-124,125-341,338-425_505-565,426-504",2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1687_obody_SEQ_6C8882A174D8_PDB_exact__M001|medium|2-330|||; R1687_obody_SEQ_6C8882A174D8_PDB_exact__M002|medium|348-562|||
2113,SEQ_7C9B7F2CE241,111.0,1.0,0.0,0.0,1.0,3-107,na,na,1.0,1.0,0.0,1.0,0.0,1.0,41.350986,41.350986,dompdb/3rnqA00,0.94284,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1688_obody_SEQ_7C9B7F2CE241_local_exact_prediction__H001,high,3-107,41.350986,dompdb/3rnqA00,0.94284,2.60.40.10,Immunoglobulins,R1688_obody_SEQ_7C9B7F2CE241_local_exact_prediction__H001|high|3-107|dompdb/3rnqA00|2.60.40.10|41.350986
2114,SEQ_FC108E639372,117.0,1.0,0.0,0.0,1.0,3-115,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.58881,37.58881,dompdb/3rnqA00,0.979015,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1689_obody_SEQ_FC108E639372_local_exact_prediction__H001,high,3-115,37.58881,dompdb/3rnqA00,0.979015,2.60.40.10,Immunoglobulins,R1689_obody_SEQ_FC108E639372_local_exact_prediction__H001|high|3-115|dompdb/3rnqA00|2.60.40.10|37.588810
2115,SEQ_6EBFFAD5D4DD,118.0,1.0,0.0,0.0,1.0,4-116,na,na,1.0,1.0,0.0,1.0,0.0,1.0,35.980328,35.980328,dompdb/3rnqA00,0.979104,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1690_obody_SEQ_6EBFFAD5D4DD_local_exact_prediction__H001,high,4-116,35.980328,dompdb/3rnqA00,0.979104,2.60.40.10,Immunoglobulins,R1690_obody_SEQ_6EBFFAD5D4DD_local_exact_prediction__H001|high|4-116|dompdb/3rnqA00|2.60.40.10|35.980328
2116,SEQ_CB4546124434,115.0,1.0,0.0,0.0,1.0,3-104,na,na,1.0,1.0,0.0,1.0,0.0,1.0,42.777077,42.777077,dompdb/3rnqA00,0.899323,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1691_obody_SEQ_CB4546124434_local_exact_prediction__H001,high,3-104,42.777077,dompdb/3rnqA00,0.899323,2.60.40.10,Immunoglobulins,R1691_obody_SEQ_CB4546124434_local_exact_prediction__H001|high|3-104|dompdb/3rnqA00|2.60.40.10|42.777077
2117,SEQ_6E799EED7F3F,125.0,1.0,0.0,0.0,1.0,4-123,na,na,1.0,1.0,0.0,1.0,0.0,1.0,38.190628,38.190628,dompdb/6c61B01,0.96527,6c61B01,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/6c61B01,2.60.40.10,2.60.40,R1692_obody_SEQ_6E799EED7F3F_local_exact_prediction__H001,high,4-123,38.190628,dompdb/6c61B01,0.96527,2.60.40.10,Immunoglobulins,R1692_obody_SEQ_6E799EED7F3F_local_exact_prediction__H001|high|4-123|dompdb/6c61B01|2.60.40.10|38.190628
2118,SEQ_E5F7AC23BADF,124.0,1.0,0.0,0.0,1.0,3-122,na,na,1.0,1.0,0.0,1.0,0.0,1.0,46.284264,46.284264,dompdb/3rnqA00,0.921174,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1693_obody_SEQ_E5F7AC23BADF_local_exact_prediction__H001,high,3-122,46.284264,dompdb/3rnqA00,0.921174,2.60.40.10,Immunoglobulins,R1693_obody_SEQ_E5F7AC23BADF_local_exact_prediction__H001|high|3-122|dompdb/3rnqA00|2.60.40.10|46.284264
2119,SEQ_1F8F9C55A669,126.0,1.0,0.0,0.0,1.0,3-102_117-124,na,na,1.0,1.0,0.0,1.0,0.0,1.0,39.580757,39.580757,dompdb/3rnqA00,0.962498,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1694_obody_SEQ_1F8F9C55A669_local_exact_prediction__H001,high,"3-102,117-124",39.580757,dompdb/3rnqA00,0.962498,2.60.40.10,Immunoglobulins,"R1694_obody_SEQ_1F8F9C55A669_local_exact_prediction__H001|high|3-102,117-124|dompdb/3rnqA00|2.60.40.10|39.580757"
2120,SEQ_F9230ED9A515,123.0,1.0,0.0,0.0,1.0,3-121,na,na,1.0,1.0,0.0,1.0,0.0,1.0,46.70126,46.70126,dompdb/3rnqA00,0.9271,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1695_obody_SEQ_F9230ED9A515_local_exact_prediction__H001,high,3-121,46.70126,dompdb/3rnqA00,0.9271,2.60.40.10,Immunoglobulins,R1695_obody_SEQ_F9230ED9A515_local_exact_prediction__H001|high|3-121|dompdb/3rnqA00|2.60.40.10|46.701260
2121,SEQ_0CF1D2C05B71,127.0,1.0,0.0,0.0,1.0,3-106_115-125,na,na,1.0,1.0,0.0,1.0,0.0,1.0,39.058872,39.058872,dompdb/3rnqA00,0.963981,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1696_obody_SEQ_0CF1D2C05B71_local_exact_prediction__H001,high,"3-106,115-125",39.058872,dompdb/3rnqA00,0.963981,2.60.40.10,Immunoglobulins,"R1696_obody_SEQ_0CF1D2C05B71_local_exact_prediction__H001|high|3-106,115-125|dompdb/3rnqA00|2.60.40.10|39.058872"
2122,SEQ_2BBD5BCF8834,2650.0,0.0,2.0,1.0,2.0,na,"8-115,381-589",119-185,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1697_obody_SEQ_2BBD5BCF8834_PDB_exact__M001|medium|8-115|||; R1697_obody_SEQ_2BBD5BCF8834_PDB_exact__M002|medium|381-589|||
2123,SEQ_E80DC297FF65,134.0,1.0,0.0,0.0,1.0,3-127,na,na,1.0,1.0,0.0,1.0,0.0,1.0,44.693184,44.693184,dompdb/4y88A00,0.898679,4y88A00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4y88A00,2.60.40.10,2.60.40,R1698_obody_SEQ_E80DC297FF65_local_exact_prediction__H001,high,3-127,44.693184,dompdb/4y88A00,0.898679,2.60.40.10,Immunoglobulins,R1698_obody_SEQ_E80DC297FF65_local_exact_prediction__H001|high|3-127|dompdb/4y88A00|2.60.40.10|44.693184
2124,SEQ_D78882D87E43,130.0,1.0,0.0,0.0,1.0,3-128,na,na,1.0,1.0,0.0,1.0,0.0,1.0,50.040279,50.040279,dompdb/6c61B01,0.891188,6c61B01,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/6c61B01,2.60.40.10,2.60.40,R1699_obody_SEQ_D78882D87E43_local_exact_prediction__H001,high,3-128,50.040279,dompdb/6c61B01,0.891188,2.60.40.10,Immunoglobulins,R1699_obody_SEQ_D78882D87E43_local_exact_prediction__H001|high|3-128|dompdb/6c61B01|2.60.40.10|50.040279
2125,SEQ_70A9331BB6B1,116.0,1.0,0.0,0.0,1.0,3-109,na,na,1.0,1.0,0.0,1.0,0.0,1.0,40.083931,40.083931,dompdb/3rnqA00,0.949035,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1700_obody_SEQ_70A9331BB6B1_local_exact_prediction__H001,high,3-109,40.083931,dompdb/3rnqA00,0.949035,2.60.40.10,Immunoglobulins,R1700_obody_SEQ_70A9331BB6B1_local_exact_prediction__H001|high|3-109|dompdb/3rnqA00|2.60.40.10|40.083931
2126,SEQ_EBAB59E5F92F,116.0,1.0,0.0,0.0,1.0,9-114,na,na,1.0,1.0,0.0,1.0,0.0,1.0,41.264297,41.264297,dompdb/2q87C00,0.946522,2q87C00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/2q87C00,2.60.40.10,2.60.40,R1701_obody_SEQ_EBAB59E5F92F_local_exact_prediction__H001,high,9-114,41.264297,dompdb/2q87C00,0.946522,2.60.40.10,Immunoglobulins,R1701_obody_SEQ_EBAB59E5F92F_local_exact_prediction__H001|high|9-114|dompdb/2q87C00|2.60.40.10|41.264297
2127,SEQ_59275446F9E3,115.0,1.0,0.0,0.0,1.0,3-113,na,na,1.0,1.0,0.0,1.0,0.0,1.0,39.121284,39.121284,dompdb/3rnqA00,0.973797,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1702_obody_SEQ_59275446F9E3_local_exact_prediction__H001,high,3-113,39.121284,dompdb/3rnqA00,0.973797,2.60.40.10,Immunoglobulins,R1702_obody_SEQ_59275446F9E3_local_exact_prediction__H001|high|3-113|dompdb/3rnqA00|2.60.40.10|39.121284
2128,SEQ_3775281A35FF,115.0,1.0,0.0,0.0,1.0,3-113,na,na,1.0,1.0,0.0,1.0,0.0,1.0,39.422432,39.422432,dompdb/3rnqA00,0.973106,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1703_obody_SEQ_3775281A35FF_local_exact_prediction__H001,high,3-113,39.422432,dompdb/3rnqA00,0.973106,2.60.40.10,Immunoglobulins,R1703_obody_SEQ_3775281A35FF_local_exact_prediction__H001|high|3-113|dompdb/3rnqA00|2.60.40.10|39.422432
2129,SEQ_6D4E17492234,115.0,1.0,0.0,0.0,1.0,3-113,na,na,1.0,1.0,0.0,1.0,0.0,1.0,40.136044,40.136044,dompdb/3rnqA00,0.969178,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1704_obody_SEQ_6D4E17492234_local_exact_prediction__H001,high,3-113,40.136044,dompdb/3rnqA00,0.969178,2.60.40.10,Immunoglobulins,R1704_obody_SEQ_6D4E17492234_local_exact_prediction__H001|high|3-113|dompdb/3rnqA00|2.60.40.10|40.136044
2130,SEQ_C03C280E359D,1086.0,0.0,1.0,3.0,1.0,na,4-65_69-78_80-88_90-99_102-218,"2-78_80-88_90-99_102-114,115-141,142-230",1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"R1705_obody_SEQ_C03C280E359D_PDB_exact__M001|medium|4-65,69-78,80-88,90-99,102-218|||"
2131,SEQ_686236602EF6,123.0,1.0,0.0,0.0,1.0,3-121,na,na,1.0,1.0,0.0,1.0,0.0,1.0,35.416107,35.416107,dompdb/3rnqA00,0.982015,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1706_obody_SEQ_686236602EF6_local_exact_prediction__H001,high,3-121,35.416107,dompdb/3rnqA00,0.982015,2.60.40.10,Immunoglobulins,R1706_obody_SEQ_686236602EF6_local_exact_prediction__H001|high|3-121|dompdb/3rnqA00|2.60.40.10|35.416107
2132,SEQ_EF36C0218058,123.0,1.0,0.0,0.0,1.0,3-121,na,na,1.0,1.0,0.0,1.0,0.0,1.0,35.241249,35.241249,dompdb/3rnqA00,0.980085,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1707_obody_SEQ_EF36C0218058_local_exact_prediction__H001,high,3-121,35.241249,dompdb/3rnqA00,0.980085,2.60.40.10,Immunoglobulins,R1707_obody_SEQ_EF36C0218058_local_exact_prediction__H001|high|3-121|dompdb/3rnqA00|2.60.40.10|35.241249
2133,SEQ_511BD9A4832E,123.0,1.0,0.0,0.0,1.0,3-121,na,na,1.0,1.0,0.0,1.0,0.0,1.0,35.630444,35.630444,dompdb/3rnqA00,0.979548,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1708_obody_SEQ_511BD9A4832E_local_exact_prediction__H001,high,3-121,35.630444,dompdb/3rnqA00,0.979548,2.60.40.10,Immunoglobulins,R1708_obody_SEQ_511BD9A4832E_local_exact_prediction__H001|high|3-121|dompdb/3rnqA00|2.60.40.10|35.630444
2134,SEQ_0172B54C30A4,123.0,1.0,0.0,0.0,1.0,4-121,na,na,1.0,1.0,0.0,1.0,0.0,1.0,40.200104,40.200104,dompdb/6c61B01,0.960774,6c61B01,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/6c61B01,2.60.40.10,2.60.40,R1709_obody_SEQ_0172B54C30A4_local_exact_prediction__H001,high,4-121,40.200104,dompdb/6c61B01,0.960774,2.60.40.10,Immunoglobulins,R1709_obody_SEQ_0172B54C30A4_local_exact_prediction__H001|high|4-121|dompdb/6c61B01|2.60.40.10|40.200104
2135,SEQ_17979E357BAA,115.0,1.0,0.0,0.0,1.0,3-113,na,na,1.0,1.0,0.0,1.0,0.0,1.0,38.758476,38.758476,dompdb/3rnqA00,0.976179,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1710_obody_SEQ_17979E357BAA_local_exact_prediction__H001,high,3-113,38.758476,dompdb/3rnqA00,0.976179,2.60.40.10,Immunoglobulins,R1710_obody_SEQ_17979E357BAA_local_exact_prediction__H001|high|3-113|dompdb/3rnqA00|2.60.40.10|38.758476
2136,SEQ_5DF9BB8679FD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,SEQ_3476A43EA9D4,580.0,0.0,0.0,2.0,0.0,na,na,"2-128,335-529",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,SEQ_45E82E415AE7,114.0,1.0,0.0,0.0,1.0,3-113,na,na,1.0,1.0,0.0,1.0,0.0,1.0,38.494476,38.494476,dompdb/3rnqA00,0.975182,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1713_obody_SEQ_45E82E415AE7_local_exact_prediction__H001,high,3-113,38.494476,dompdb/3rnqA00,0.975182,2.60.40.10,Immunoglobulins,R1713_obody_SEQ_45E82E415AE7_local_exact_prediction__H001|high|3-113|dompdb/3rnqA00|2.60.40.10|38.494476
2139,SEQ_3317D22B1969,114.0,1.0,0.0,0.0,1.0,3-113,na,na,1.0,1.0,0.0,1.0,0.0,1.0,38.102493,38.102493,dompdb/3rnqA00,0.977575,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1714_obody_SEQ_3317D22B1969_local_exact_prediction__H001,high,3-113,38.102493,dompdb/3rnqA00,0.977575,2.60.40.10,Immunoglobulins,R1714_obody_SEQ_3317D22B1969_local_exact_prediction__H001|high|3-113|dompdb/3rnqA00|2.60.40.10|38.102493
2140,SEQ_71C45AA0CE18,114.0,1.0,0.0,0.0,1.0,3-113,na,na,1.0,1.0,0.0,1.0,0.0,1.0,39.264923,39.264923,dompdb/3rnqA00,0.970257,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1715_obody_SEQ_71C45AA0CE18_local_exact_prediction__H001,high,3-113,39.264923,dompdb/3rnqA00,0.970257,2.60.40.10,Immunoglobulins,R1715_obody_SEQ_71C45AA0CE18_local_exact_prediction__H001|high|3-113|dompdb/3rnqA00|2.60.40.10|39.264923
2141,SEQ_B3E41003C4B7,314.0,0.0,0.0,2.0,0.0,na,na,"2-120,2-193",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,SEQ_B275D8DF6331,1339.0,0.0,1.0,2.0,1.0,na,7-40_46-63_67-115_130-179_181-213,"2-40_46-115,130-179_181-220",1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"R1717_obody_SEQ_B275D8DF6331_PDB_exact__M001|medium|7-40,46-63,67-115,130-179,181-213|||"
2143,SEQ_29469D859757,121.0,1.0,0.0,0.0,1.0,3-120,na,na,1.0,1.0,0.0,1.0,0.0,1.0,36.01059,36.01059,dompdb/3rnqA00,0.979713,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1718_obody_SEQ_29469D859757_local_exact_prediction__H001,high,3-120,36.01059,dompdb/3rnqA00,0.979713,2.60.40.10,Immunoglobulins,R1718_obody_SEQ_29469D859757_local_exact_prediction__H001|high|3-120|dompdb/3rnqA00|2.60.40.10|36.010590
2144,SEQ_158063DB5B8C,120.0,1.0,0.0,0.0,1.0,3-103_111-119,na,na,1.0,1.0,0.0,1.0,0.0,1.0,38.541523,38.541523,dompdb/3rnqA00,0.969346,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1719_obody_SEQ_158063DB5B8C_local_exact_prediction__H001,high,"3-103,111-119",38.541523,dompdb/3rnqA00,0.969346,2.60.40.10,Immunoglobulins,"R1719_obody_SEQ_158063DB5B8C_local_exact_prediction__H001|high|3-103,111-119|dompdb/3rnqA00|2.60.40.10|38.541523"
2145,SEQ_E9E84184DA11,120.0,1.0,0.0,0.0,1.0,3-119,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.260952,37.260952,dompdb/3rnqA00,0.978181,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1720_obody_SEQ_E9E84184DA11_local_exact_prediction__H001,high,3-119,37.260952,dompdb/3rnqA00,0.978181,2.60.40.10,Immunoglobulins,R1720_obody_SEQ_E9E84184DA11_local_exact_prediction__H001|high|3-119|dompdb/3rnqA00|2.60.40.10|37.260952
2146,SEQ_9951F6941678,115.0,1.0,0.0,0.0,1.0,3-114,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.194061,37.194061,dompdb/3rnqA00,0.978779,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1721_obody_SEQ_9951F6941678_local_exact_prediction__H001,high,3-114,37.194061,dompdb/3rnqA00,0.978779,2.60.40.10,Immunoglobulins,R1721_obody_SEQ_9951F6941678_local_exact_prediction__H001|high|3-114|dompdb/3rnqA00|2.60.40.10|37.194061
2147,SEQ_10203F37C260,114.0,1.0,0.0,0.0,1.0,3-113,na,na,1.0,1.0,0.0,1.0,0.0,1.0,39.518791,39.518791,dompdb/3rnqA00,0.969199,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1722_obody_SEQ_10203F37C260_local_exact_prediction__H001,high,3-113,39.518791,dompdb/3rnqA00,0.969199,2.60.40.10,Immunoglobulins,R1722_obody_SEQ_10203F37C260_local_exact_prediction__H001|high|3-113|dompdb/3rnqA00|2.60.40.10|39.518791
2148,SEQ_F25B15E320FD,1148.0,0.0,1.0,2.0,1.0,na,8-26_36-45_47-63_67-73_80-118_129-137_139-214,"3-26_36-45_47-73_80-118,129-137_139-222",1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"R1723_obody_SEQ_F25B15E320FD_PDB_exact__M001|medium|8-26,36-45,47-63,67-73,80-118,129-137,139-214|||"
2149,SEQ_A898D214EC62,120.0,1.0,0.0,0.0,1.0,3-119,na,na,1.0,1.0,0.0,1.0,0.0,1.0,35.969208,35.969208,dompdb/3rnqA00,0.980697,3rnqA00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3rnqA00,2.60.40.10,2.60.40,R1724_obody_SEQ_A898D214EC62_local_exact_prediction__H001,high,3-119,35.969208,dompdb/3rnqA00,0.980697,2.60.40.10,Immunoglobulins,R1724_obody_SEQ_A898D214EC62_local_exact_prediction__H001|high|3-119|dompdb/3rnqA00|2.60.40.10|35.969208
