protein_row_id,structure_unique_sequence_id,ProtParam_MW_Da,ProtParam_pI,ProtParam_GRAVY,ProtParam_Instability_Index,ProtParam_Aromaticity,ProtParam_Ext_Coeff_Reduced,ProtParam_Ext_Coeff_Oxidized
1153,SEQ_C7F97937F04D,11600.9,5.69,-0.1544,21.57,0.1262,21430,21555
1154,SEQ_B0766FE71707,11463.75,4.56,-0.0941,38.08,0.1275,27960,28085
1155,SEQ_3A2B3670A3EA,11463.75,4.56,-0.0941,33.77,0.1275,27960,28085
1156,SEQ_C0CB46DE975D,10435.97,8.83,0.1178,18.33,0.0198,2980,2980
1157,SEQ_D7248379CF2B,10502.09,9.4,0.1515,18.33,0.0198,2980,2980
1158,SEQ_0120E9AAF558,10493.08,9.4,0.1832,14.52,0.0297,2980,2980
1159,SEQ_62FD16D8DB5E,10547.09,9.63,0.0347,19.82,0.0198,2980,2980
1160,SEQ_8368E410D85E,6985.47,4.05,-0.8523,49.31,0.0462,2980,3355
1164,SEQ_BAF08366614F,8235.06,5.85,-0.6417,57.52,0.1528,1490,1865
1165,SEQ_E7C5FCA311CE,5987.84,7.66,-0.4472,47.33,0.1132,15470,15970
1166,SEQ_F868D804C713,16216.89,9.0,-0.046,36.22,0.1007,21430,21680
1170,SEQ_7437A705B3E7,10393.47,4.78,0.0876,24.01,0.134,18910,18910
1172,SEQ_92B785CB0A9C,10367.39,4.63,0.0042,26.0,0.1458,24410,24410
1174,SEQ_2ACB4262357A,10273.33,4.78,0.0469,30.01,0.125,17420,17420
1175,SEQ_5879171F20E0,10426.46,4.44,-0.0469,28.62,0.1354,25900,25900
1180,SEQ_E338355B79B3,48588.38,9.19,-0.5645,53.13,0.0456,26930,27180
1181,SEQ_913DFA4440AF,44364.68,8.87,-0.5706,43.43,0.0449,26930,27180
1183,SEQ_B6AD7D38E870,5700.3,4.05,-0.2192,45.72,0.0385,6990,7365
1184,SEQ_AA7F237A8919,5833.81,6.7,-0.1173,28.4,0.0769,8480,8855
1185,SEQ_30F9B6F39123,14159.61,4.95,-0.197,37.8,0.0977,22920,23170
1186,SEQ_A7A333026404,13252.68,6.56,-0.3221,38.82,0.0984,18450,18575
1187,SEQ_86C6A37C085D,13233.66,7.74,-0.3331,29.98,0.1074,19940,20065
1188,SEQ_A2BB7B25425D,13824.24,9.39,-0.3866,35.19,0.1181,28420,28545
1189,SEQ_EF08FB9A25C7,13585.13,9.39,-0.1133,27.11,0.0938,16960,17085
1190,SEQ_C7C2F93C5E04,13327.79,9.0,-0.1368,29.68,0.096,15930,16055
1191,SEQ_0B6F4002C5B8,13772.12,5.73,-0.3848,24.94,0.128,26930,27055
1192,SEQ_1CA56C5E8DBE,12525.92,5.2,-0.1436,31.59,0.0855,19940,20065
1193,SEQ_7366BEE21DF0,13929.42,8.64,-0.3156,24.94,0.125,30940,31065
1194,SEQ_A86592D267DA,13983.47,8.62,-0.2164,32.22,0.1328,26930,27055
1195,SEQ_F39519E23676,47899.49,9.08,-0.6247,53.5,0.0439,29910,30410
1197,SEQ_2E09491F3A05,46770.84,7.05,-0.5579,57.73,0.0402,34950,35450
1199,SEQ_06DEA59C61BD,11558.04,6.63,-0.0223,49.69,0.0536,8480,9730
1200,SEQ_0E256123C5D1,44641.41,8.04,-0.6581,56.54,0.0501,34380,34755
1201,SEQ_6D7C8B31707C,15286.5,7.59,-0.0259,48.52,0.0647,12950,13200
1202,SEQ_1E3684A965BB,48938.97,9.24,-0.6867,44.69,0.0598,36900,37400
1204,SEQ_B0838071AE16,19331.46,5.21,-0.7347,74.94,0.0838,11460,11835
1205,SEQ_2C0E32A63F2A,15857.13,9.0,-0.1137,48.63,0.0685,11460,11710
1206,SEQ_5094FC9DCD03,15799.05,9.0,-0.1116,49.0,0.0685,11460,11710
1207,SEQ_CF2185905107,48586.17,9.21,-0.6362,51.01,0.0503,28420,28795
1209,SEQ_664F51E69502,17603.18,10.11,-0.1006,32.07,0.0359,2980,2980
1210,SEQ_053FFDB924D3,6109.95,6.05,-0.2528,25.68,0.1509,15470,15845
1211,SEQ_F2D95FA7CA7A,13844.76,11.33,-0.4457,30.36,0.0465,6990,7115
1213,SEQ_B66D6923AA45,9763.55,6.7,0.2828,36.59,0.069,13980,14355
1219,SEQ_4EB9E02E4F8A,12405.34,8.78,-0.4391,39.67,0.0909,10430,11180
1224,SEQ_FE34FCA478B6,16287.84,8.55,-0.238,41.59,0.0915,22460,22710
1228,SEQ_C5D2F162404A,49100.44,6.62,-0.7676,61.47,0.0903,61310,62685
1230,SEQ_2549C6F1545B,69927.64,5.81,-0.029,25.9,0.0998,84230,84855
1231,SEQ_04D974EF3A78,28836.92,9.94,-0.508,60.92,0.0725,22920,23045
1233,SEQ_8D788DA06E3F,5925.61,4.59,-0.4843,76.25,0.0392,5500,6000
1234,SEQ_C77CD4D0B097,60064.93,6.33,-0.0857,33.19,0.0861,69790,70290
1235,SEQ_86ED9068BC3F,5507.03,4.1,-0.1549,35.32,0.0392,5500,6000
1236,SEQ_D841EBEEC805,64255.15,9.03,-0.2502,27.55,0.0726,57870,58370
1237,SEQ_E4EA997AC4F5,4164.69,5.53,-0.0838,60.04,0.1081,4470,4595
1238,SEQ_07630112A11A,4111.59,6.02,-0.1649,61.29,0.1081,8480,8605
1239,SEQ_40AC6B3301B5,10899.46,9.4,-0.0076,16.36,0.019,2980,2980
1240,SEQ_58918E464CDE,6159.03,7.03,-0.1464,49.84,0.0536,6990,7490
1241,SEQ_BE327DB9873D,13325.99,8.75,-0.1175,35.57,0.0714,18450,18700
1243,SEQ_BB894995C5F4,14091.4,6.55,-0.4827,35.52,0.1417,32430,32555
1244,SEQ_2AEC4467F046,13241.86,10.09,-0.2726,42.07,0.0806,23950,24075
1245,SEQ_B293FEA449A2,13138.65,9.79,-0.3091,33.46,0.0909,26930,27055
1246,SEQ_38E70DA514C7,12930.36,5.71,-0.1785,30.37,0.0744,18450,18575
1247,SEQ_FC94E4139566,13647.12,5.23,-0.1492,25.46,0.1111,33920,34045
1248,SEQ_13A64A5E3AB7,14445.33,10.21,-0.4677,30.62,0.1154,22920,23045
1249,SEQ_5DD7825C5020,12918.23,7.74,-0.4744,38.69,0.1111,26930,27055
1250,SEQ_6B905F1C3F28,13179.44,9.05,-0.3854,37.39,0.1138,25440,25440
1251,SEQ_9340A7D9DE63,13983.54,6.26,-0.1524,27.53,0.119,25440,25565
1252,SEQ_AC38E92C2C66,13509.91,6.2,-0.3363,36.15,0.1129,21430,21555
1253,SEQ_5BCF915C2D07,14286.85,9.22,-0.3885,26.06,0.1069,26930,26930
1254,SEQ_6B5DFA1421BB,13203.63,8.64,-0.343,35.29,0.1074,19940,20065
1255,SEQ_2FA8D9D04DBC,13214.63,5.32,-0.2631,29.56,0.0984,18450,18575
1256,SEQ_7E4E37CFAB93,14027.44,7.72,-0.2858,29.46,0.1339,29910,30035
1257,SEQ_A92380FABB34,13809.27,8.58,-0.3302,27.59,0.1349,28420,28545
1258,SEQ_0554358C6AE2,13921.47,9.1,-0.2852,33.35,0.0938,16960,17085
1259,SEQ_9F1C1DE442FE,13764.28,9.23,-0.3603,39.23,0.119,28420,28545
1260,SEQ_F7EBAA1039AC,14279.7,6.56,-0.3229,29.71,0.1221,34950,35075
1261,SEQ_3C76052FA1FE,13795.16,7.74,-0.4373,49.94,0.1111,21430,21555
1262,SEQ_7BECFC6DD214,13115.46,5.65,-0.1309,37.46,0.1057,21430,21680
1263,SEQ_B06C7E1C2E69,13437.86,8.97,-0.3024,23.69,0.121,22920,23045
1264,SEQ_42884BAB2D94,13715.28,7.77,-0.2419,25.82,0.1048,15930,16055
1265,SEQ_1574C9172D4E,13063.6,8.62,-0.1579,27.79,0.1157,19940,20065
1266,SEQ_069EC3212A84,14221.78,9.43,-0.3984,40.04,0.125,26930,27055
1267,SEQ_1CC34C502B41,14068.58,7.76,-0.2461,32.84,0.0938,23950,24075
1268,SEQ_C8AD8FAD4C66,13899.27,9.0,-0.3543,28.86,0.1163,26930,27055
1269,SEQ_020F8676D492,13467.95,9.06,-0.2367,41.89,0.0781,18450,18575
1270,SEQ_C0721F7EF627,14277.92,7.65,-0.1837,34.18,0.1318,31400,31525
1271,SEQ_131E86FCD02E,16387.46,6.73,-0.4404,52.21,0.1064,26930,27180
1272,SEQ_B6B13393D2A9,2825.03,4.31,-0.4593,61.92,0.0,0,0
1273,SEQ_14315019FD29,2752.96,4.2,0.0111,47.21,0.0,0,0
1274,SEQ_07B9621965F6,16824.68,9.0,-0.1468,48.36,0.1348,26930,27180
1275,SEQ_DE6809BF3DA0,16214.18,4.95,-0.3993,56.02,0.0993,19940,20190
1276,SEQ_8C70DAA79C12,16510.92,8.32,-0.1134,36.38,0.0604,11460,11710
1278,SEQ_EA78637B7E5E,13852.13,8.56,-0.5016,28.4,0.124,29910,30035
1280,SEQ_72D07068C45E,39971.21,6.43,-0.5234,42.0,0.0648,29910,30285
1281,SEQ_E345A7E52B30,16450.87,7.59,-0.1304,44.76,0.0743,12950,13200
1285,SEQ_B8ECC24617E4,11495.17,9.16,-0.5857,31.01,0.1122,15470,15470
1286,SEQ_0FE2A82C75CC,11412.88,6.84,-0.601,26.57,0.1224,18450,18450
1287,SEQ_DD390BD6618B,11506.02,7.91,-0.6939,36.76,0.1224,18450,18450
1288,SEQ_B9790A258E79,39824.24,6.09,-0.2512,34.06,0.0845,54890,55515
1289,SEQ_42E90368788F,15530.66,9.18,-0.2421,42.53,0.0857,16960,17210
1290,SEQ_D1DE05651CD5,15436.55,9.35,-0.27,42.03,0.0714,18450,18700
1291,SEQ_1CBEFD423EA2,12398.66,4.35,-0.1649,32.17,0.1316,31400,31400
1292,SEQ_1C69B95FFF7C,12048.41,6.14,-0.1937,22.7,0.1171,29910,29910
1293,SEQ_DC6EAA3E12EC,10972.33,4.66,0.2486,15.27,0.0952,25440,25440
1294,SEQ_A52A40BECB35,11023.23,5.33,0.0495,34.92,0.0952,15930,15930
1295,SEQ_C405C5CF0187,11224.41,6.7,-0.0581,24.23,0.1048,18910,18910
1297,SEQ_98E39D0AAEED,6015.83,4.35,0.0058,59.47,0.1154,9970,10345
1298,SEQ_38265846653E,10414.5,5.17,-0.1192,20.76,0.0808,14440,14440
1299,SEQ_9DF1669A3490,10582.82,5.04,-0.0404,23.22,0.101,17420,17420
1300,SEQ_727D091D17B1,10306.58,9.05,0.026,19.69,0.1042,14440,14440
1301,SEQ_23678349F856,10757.92,5.14,-0.2307,24.68,0.099,17420,17420
1302,SEQ_BE2BC7607FC4,10650.0,8.96,-0.0918,23.76,0.1224,17420,17420
1303,SEQ_EC446FD807EF,10481.68,9.0,-0.1714,18.73,0.102,14440,14440
1304,SEQ_59849E9E398B,10650.0,8.96,-0.0918,21.22,0.1224,17420,17420
1305,SEQ_47DF988F4FB1,49294.1,9.3,-0.6329,52.78,0.0635,37360,37735
1306,SEQ_5280192C1760,35519.61,6.59,-0.2826,46.32,0.1199,60850,61725
1310,SEQ_0D402EEFD6AA,6030.8,4.37,-0.2404,74.07,0.1154,9970,10345
1313,SEQ_088238503058,89684.99,5.72,-0.8069,51.91,0.0312,34380,34880
1314,SEQ_C9F2D798D38A,10789.91,4.99,-0.0144,19.59,0.1856,33350,33350
1315,SEQ_15BA0940CAC2,10404.5,4.99,-0.0522,17.4,0.1957,31860,31860
1316,SEQ_6EF9A5C091E2,10390.47,5.56,-0.0685,24.23,0.1957,29340,29340
1317,SEQ_34FDACA5C084,11005.16,4.99,-0.1371,20.16,0.2165,33810,33810
1318,SEQ_F1C9AFAB1037,90267.18,6.16,-0.3749,56.15,0.0285,21430,21805
1319,SEQ_10DA231968E3,16444.51,4.85,-0.3248,60.68,0.0993,25440,25690
1320,SEQ_29518A94B59F,15949.11,4.76,0.117,40.25,0.0993,12950,13200
1326,SEQ_23E3DC390CF0,3834.59,8.5,-0.36,36.19,0.0571,0,500
1328,SEQ_1D442C0A941F,11588.67,8.76,0.2632,34.83,0.0849,7450,7825
1329,SEQ_B47F85503547,98181.31,4.83,-0.8295,65.22,0.0219,29450,29825
1330,SEQ_CA14902C8B97,94129.74,4.85,-0.8677,62.68,0.0229,27960,28335
1334,SEQ_87DE60EA3BB2,10934.09,6.18,-0.801,38.53,0.1042,16960,16960
1336,SEQ_D7D6CEEFFE79,47996.01,7.96,-0.5335,42.19,0.0879,58330,60330
1344,SEQ_B5D9B9CC7A75,6557.16,4.05,0.0,53.29,0.0484,6990,7490
1346,SEQ_6C7A87BAE1CF,5660.73,8.58,0.0265,65.76,0.0816,5500,5875
1347,SEQ_7C1F46779538,5448.44,8.56,-0.1426,69.94,0.0851,5500,5875
1348,SEQ_81E5C20A0D6D,40719.36,7.51,-0.2123,29.75,0.107,62340,62965
1351,SEQ_1D2E1F4B9A7F,40932.75,8.9,-0.7252,60.55,0.0623,33920,34170
1352,SEQ_2F3EFF3BF351,14515.01,9.78,-0.1674,62.61,0.0379,0,625
1356,SEQ_962E4B19FA9E,2736.92,4.57,-1.0696,38.79,0.087,1490,1490
1357,SEQ_6A2DDCC738E7,2735.94,4.78,-1.0696,44.15,0.087,1490,1490
1359,SEQ_CEA00F4F4F57,6020.87,6.07,-0.3774,45.06,0.1132,13980,14480
1360,SEQ_CBB51FD7EB32,2239.34,5.7,-0.755,8.45,0.1,0,0
1361,SEQ_DECC793CF0C4,5525.35,4.65,0.1608,45.75,0.0588,6990,7490
1368,SEQ_0FA59BD57324,6073.89,5.83,-0.4698,51.24,0.1132,13980,14480
1369,SEQ_2022E12B94A5,5770.56,6.96,-0.2774,57.18,0.1132,13980,14480
1370,SEQ_77A3299892AC,5868.71,7.71,-0.3943,41.78,0.1132,13980,14480
1371,SEQ_51BC83C41807,5876.79,7.7,-0.334,22.17,0.1132,13980,14480
1373,SEQ_1C4E7FA417E8,9931.39,9.72,-0.5341,57.38,0.1136,12950,13200
1374,SEQ_6BF3F468540C,9660.95,9.14,-0.536,54.2,0.093,7450,7700
1378,SEQ_B7CD838995C3,60601.54,5.02,-0.2354,29.55,0.0899,66810,67310
1382,SEQ_8E8E5ADC429D,5548.51,6.78,-0.2625,30.91,0.0625,6990,7365
1386,SEQ_E7D6BCBF37AA,53986.94,8.71,-0.4118,26.85,0.0975,73340,73715
1388,SEQ_F2236B147797,11539.87,4.42,-0.3376,53.3,0.0792,22460,22585
1390,SEQ_93372058F153,2290.68,5.38,0.6,1.99,0.0,0,125
1391,SEQ_466A64652CC7,39250.39,8.57,-0.6431,57.14,0.0595,22920,23295
1392,SEQ_52AC10363C78,6306.44,7.83,0.1143,46.13,0.0893,12490,12865
1393,SEQ_A6561807AACE,67727.41,4.98,-0.237,46.45,0.0598,63370,64370
1394,SEQ_8EE2258695D6,13433.23,10.36,-0.5462,31.61,0.1008,21430,21555
1395,SEQ_F9ABE375DEE2,14599.93,9.16,-0.1654,30.28,0.0846,19480,19730
1396,SEQ_4246D4E501A6,14565.91,9.16,-0.1577,29.62,0.0769,19480,19730
1397,SEQ_2450F5691DD8,2824.02,4.78,-0.913,35.0,0.1304,2980,2980
1398,SEQ_12E0928A22FB,45313.94,8.39,-0.7725,72.54,0.0427,23950,24075
1399,SEQ_7F51106BA1C3,45151.71,8.4,-0.7752,68.81,0.0429,23950,24075
1405,SEQ_90EA73DB937E,13712.26,9.66,-0.6583,23.44,0.125,16960,16960
1406,SEQ_BC640968D914,40369.41,5.4,-0.8638,48.94,0.0593,29450,29450
1407,SEQ_EF2CD2BC99ED,41304.33,5.39,-0.8068,50.81,0.0574,29450,29575
1408,SEQ_68E2356515F0,41412.48,5.39,-0.8246,47.62,0.0574,29450,29575
1409,SEQ_64A292777720,40276.3,5.33,-0.8347,47.51,0.0593,29450,29575
1410,SEQ_88CDB0AFBE85,40626.81,6.03,-0.9554,48.18,0.0593,29450,29575
1411,SEQ_42A96C49D664,40569.68,5.76,-0.9356,48.78,0.0593,29450,29700
1412,SEQ_1A54EFDDFFAE,40562.67,5.76,-0.9331,50.67,0.0593,29450,29700
1414,SEQ_703F40443EBD,83209.41,7.24,-0.345,47.99,0.0748,81820,83820
1416,SEQ_BD7E3B2992A9,13486.19,9.23,-0.0984,37.55,0.0873,21430,21555
1417,SEQ_672A86630003,13459.99,6.71,-0.1421,27.3,0.0952,21430,21555
1418,SEQ_196072EB77EE,13551.19,8.97,-0.1714,35.35,0.0873,21430,21555
1419,SEQ_CC5D0314E7FF,13482.09,8.6,-0.1421,35.35,0.0873,21430,21555
1420,SEQ_411031DFC278,13505.04,9.52,-0.254,44.63,0.0873,21430,21430
1427,SEQ_0C0E235DF4C8,9721.25,9.45,0.0045,37.43,0.1136,8480,8855
1428,SEQ_2D364B973A3C,4674.24,8.59,-0.2659,50.05,0.0,0,0
1430,SEQ_50F4623C75B7,13502.12,5.86,-0.2109,52.94,0.1176,24980,25230
1432,SEQ_515CBD612312,63902.81,10.13,-0.5676,51.33,0.029,21430,21555
1435,SEQ_F8E77CA42B68,5880.81,4.69,0.1453,46.42,0.0755,6990,7490
1436,SEQ_D5BF7D196ED8,8711.58,6.64,-1.0865,42.26,0.1081,15470,15470
1437,SEQ_D577BE84F56B,8673.57,6.57,-0.9865,42.26,0.1081,15470,15470
1438,SEQ_1EEB8ABDB6FD,8494.44,6.57,-0.9068,38.12,0.0811,4470,4470
1439,SEQ_706607919331,8633.62,8.02,-1.0649,45.47,0.0946,5960,5960
1440,SEQ_678BEA5496DE,8732.6,7.02,-1.0959,39.15,0.1216,20970,20970
1441,SEQ_201DE532D675,8725.56,7.02,-1.1365,39.15,0.1216,16960,16960
1442,SEQ_B994B76110EF,9861.4,8.7,0.0,41.6,0.1136,4470,4720
1443,SEQ_71DC455C264F,9831.39,8.27,0.0841,43.31,0.1136,8480,8855
1444,SEQ_DFFC639F6BCE,9861.4,8.34,0.0693,48.31,0.125,9970,10220
1445,SEQ_AE6FFB435AE5,9891.42,8.34,0.0409,43.31,0.125,9970,10220
1446,SEQ_1FB7C2FC760B,9859.36,8.34,0.067,38.42,0.125,9970,10220
1447,SEQ_2C7461B10B7B,9890.48,8.95,0.0364,41.12,0.125,9970,10220
1448,SEQ_7B7E1E58B9CC,9859.36,8.34,0.067,43.31,0.125,9970,10220
1449,SEQ_53980FB4859F,9807.31,8.7,0.0239,45.26,0.125,9970,10220
1450,SEQ_BF36D9289469,9833.39,8.7,0.0761,41.12,0.125,9970,10220
1451,SEQ_139E26E53335,9832.4,8.97,0.0761,43.09,0.125,9970,10220
1452,SEQ_9A172650CDA6,9789.28,6.52,0.1375,42.53,0.1364,11460,11710
1453,SEQ_1A573BAF3F17,9719.21,6.52,0.1898,45.31,0.125,9970,10345
1454,SEQ_238AFF69B27B,9779.24,6.52,0.1466,43.38,0.1364,11460,11710
1455,SEQ_D5D11AFAF89D,9749.26,7.6,0.2091,39.53,0.1364,11460,11710
1456,SEQ_A7FC2AA14A3A,9773.28,6.52,0.1852,42.42,0.125,11460,11710
1457,SEQ_EB3A760EC2A0,9832.28,7.65,0.067,40.34,0.1364,11460,11710
1458,SEQ_13A55AC135FC,9855.33,6.52,0.1409,43.89,0.1477,12950,13200
1459,SEQ_AC6ABF3CD83B,9763.2,6.52,0.0852,45.57,0.1364,11460,11710
1460,SEQ_9E63104CD44D,5758.59,4.29,0.1098,72.8,0.0784,8480,8980
1463,SEQ_EDB521E5541B,7134.93,4.37,-0.2806,58.45,0.1129,15470,15845
1465,SEQ_A628F0B22C26,105441.1,6.26,-0.3451,45.43,0.0825,100730,102105
1466,SEQ_9F40B0159C8F,23465.89,4.83,-0.2196,32.04,0.1096,37820,37820
1467,SEQ_B7F94CED7BCC,23433.89,4.87,-0.211,31.16,0.1096,37820,37820
1468,SEQ_A9C1B0F3BB21,23481.99,4.94,-0.195,33.69,0.1096,37820,37820
1469,SEQ_23D0525D885F,23450.0,5.01,-0.1863,32.81,0.1096,37820,37820
1470,SEQ_ADEDA433A91B,10941.15,5.2,-0.1777,24.13,0.0777,14440,14440
1471,SEQ_787D5EA832FE,10925.09,5.2,-0.2097,29.33,0.0777,14440,14440
1473,SEQ_CF0E1C787960,11919.27,5.27,-0.2064,25.3,0.0909,17420,17420
1474,SEQ_91CE85878CB8,11878.22,5.27,-0.1818,25.3,0.0909,17420,17420
1475,SEQ_9BB1E16AB290,11954.32,5.27,-0.1864,23.55,0.1,18910,18910
1476,SEQ_19EAD4DE7D93,11942.26,5.27,-0.2273,21.41,0.1,18910,18910
1477,SEQ_2BD1179196CC,12013.34,5.27,-0.2291,20.85,0.1091,24410,24410
1478,SEQ_05866AB697B0,11777.81,5.1,-0.4935,26.81,0.0926,17420,17420
1479,SEQ_D138F1AF76AE,11791.84,5.12,-0.4935,29.38,0.0926,17420,17420
1480,SEQ_BF441FA45EBD,11451.51,5.33,-0.4248,25.14,0.0952,17420,17420
1481,SEQ_FB98D4E206E4,11763.83,5.33,-0.4676,27.59,0.0926,17420,17420
1482,SEQ_C13C2321512D,11640.82,4.75,-0.465,27.36,0.1262,21890,21890
1483,SEQ_E80F7518DD9C,11157.27,4.54,-0.2382,30.43,0.1275,21890,21890
1484,SEQ_88696239DF0C,11262.63,5.19,-0.207,27.75,0.11,18910,18910
1485,SEQ_561F80B73B99,11536.98,6.72,-0.3107,22.81,0.0971,14440,14440
1486,SEQ_A17C31AA859F,11448.62,4.85,-0.3816,19.56,0.1456,24870,24870
1487,SEQ_F401A74AFE87,11404.66,6.72,-0.4549,29.18,0.1176,20400,20400
1488,SEQ_93795BE8AE25,11072.26,4.39,-0.106,20.94,0.1,17420,17420
1489,SEQ_8042E464D36D,11785.96,4.92,-0.3895,17.87,0.1238,25900,25900
1490,SEQ_13A69BB1420F,12311.51,4.39,-0.375,17.45,0.1389,32890,32890
1491,SEQ_D55AF3EC700B,12283.5,4.46,-0.3491,15.67,0.1389,32890,32890
1492,SEQ_62B8BC614870,11331.57,6.55,-0.4294,18.77,0.1275,21890,21890
1494,SEQ_0D2527621323,39141.48,8.74,-0.1042,24.42,0.108,45840,46090
1495,SEQ_F0701F37345D,3259.19,4.05,-1.0129,21.16,0.0323,0,0
1498,SEQ_A9469B71C58C,3300.32,4.05,-0.8774,12.21,0.0645,1490,1490
1499,SEQ_16E1FEA62706,3210.2,4.05,-0.7065,8.28,0.0645,0,0
1500,SEQ_2653C5151788,3178.2,4.05,-0.5161,20.54,0.0323,0,0
1501,SEQ_D755A57005FF,6692.6,8.28,-0.369,69.61,0.1897,1490,1865
1502,SEQ_604744FE9002,6875.77,6.55,-0.5828,55.22,0.1724,1490,1865
1503,SEQ_93A6448A74AB,6875.77,6.55,-0.5948,55.22,0.1724,1490,1865
1504,SEQ_86511221DA91,6751.67,8.64,-0.419,62.97,0.1897,1490,1865
1505,SEQ_FA26EB5E0EAD,6751.46,6.25,-0.7276,58.65,0.1552,1490,1865
1506,SEQ_ECC12A1C943D,6893.61,6.25,-0.8345,57.32,0.1552,1490,1865
1507,SEQ_F2D38D5404B7,6937.67,6.26,-0.8712,57.83,0.1525,1490,1865
1508,SEQ_584E551EE0FE,6808.55,6.8,-0.8259,58.65,0.1552,1490,1865
1510,SEQ_1C2BC1642920,6954.78,6.54,-0.7741,62.69,0.1897,2980,3355
1511,SEQ_A20CFA00CAE2,6761.54,6.7,-0.7483,63.97,0.1552,6990,7365
1512,SEQ_08CB8CF9E0D9,6972.8,5.75,-0.7483,65.93,0.1724,6990,7365
1513,SEQ_BA64E72C05B5,6692.43,6.05,-0.6845,63.97,0.1552,6990,7365
1518,SEQ_BE788DA549BA,6855.74,8.91,-0.7224,74.7,0.1724,6990,7365
1519,SEQ_C3B618784F29,6985.88,6.55,-0.7379,72.18,0.1724,6990,7365
1524,SEQ_4DB73D3ACAFE,6972.84,6.55,-0.7,65.93,0.1724,6990,7365
1526,SEQ_FF604255333F,28079.67,6.63,0.0023,27.44,0.0611,8940,9190
1527,SEQ_6C8480F862CD,46829.26,6.12,-0.6286,56.67,0.0896,51340,52715
1529,SEQ_AA983B41635B,7058.81,9.1,-0.4438,8.11,0.1094,14440,14440
1531,SEQ_5C0EE09DBC93,64727.37,9.07,-0.1839,26.12,0.0723,68870,69370
1533,SEQ_00F0474709A8,9855.27,9.17,-0.233,38.76,0.1364,5960,6335
1534,SEQ_8E813C58140C,10892.25,5.38,-0.6485,20.22,0.0825,8940,8940
1535,SEQ_4B36E9C96507,11006.35,5.38,-0.6776,22.53,0.0816,8940,8940
1536,SEQ_F41E34A29807,11123.5,5.09,-0.4347,42.28,0.0918,8940,8940
1537,SEQ_A5E794801678,10929.16,4.73,-0.4794,29.75,0.1031,7450,7450
1538,SEQ_C853C6642382,13061.58,8.69,-0.9696,22.63,0.1161,14900,14900
1539,SEQ_E69A61328AA2,13006.59,8.73,-0.8482,18.44,0.0982,15930,15930
1540,SEQ_F3D6CC7DD12A,10678.0,6.58,-0.7436,17.2,0.0851,8940,8940
1541,SEQ_A02530FED789,11074.39,6.58,-0.8051,16.9,0.0816,8940,8940
1542,SEQ_82EB0CDA83CC,15696.61,5.45,-0.2608,13.98,0.0839,23950,24075
1543,SEQ_1E48DDDCED21,14879.0,8.49,-0.259,48.31,0.0821,22460,22835
1544,SEQ_9C88527D085D,12481.37,6.11,0.2302,32.93,0.0345,17990,18365
1546,SEQ_F60A0AFAFF73,12415.17,5.85,0.2302,36.37,0.0431,17990,18115
1548,SEQ_F96A8FD465F7,9600.99,5.56,0.0103,33.32,0.0805,17990,18365
1549,SEQ_DE22EE1DF858,9153.65,7.52,0.0446,53.68,0.1205,9970,10345
1550,SEQ_76E48B791C6B,9504.79,5.79,-0.2372,43.48,0.0814,8480,8855
1551,SEQ_DDDE3DDA77F6,9548.8,5.35,-0.2988,43.48,0.0814,8480,8855
1552,SEQ_84AE353C02A8,9239.74,7.5,-0.0373,40.71,0.1084,8480,8855
1553,SEQ_776C10E539BC,9209.76,8.16,0.0554,36.78,0.1084,8480,8855
1555,SEQ_DFB3AB636683,9180.57,7.55,-0.1627,43.61,0.1205,9970,10345
1562,SEQ_5D26157116E7,9237.62,8.22,-0.2627,44.52,0.1205,9970,10345
1563,SEQ_234EE1C0EE92,9534.82,5.79,-0.2663,42.5,0.0814,8480,8855
1564,SEQ_5A0A9293AD36,9210.59,7.55,-0.212,47.37,0.1205,11460,11835
1565,SEQ_12F74AE8398D,9209.65,8.54,-0.2169,43.33,0.1205,11460,11835
1566,SEQ_57C3EA9CB786,9219.58,8.22,-0.2398,46.84,0.1205,9970,10345
1568,SEQ_7C8045936426,9570.97,5.76,-0.1372,39.55,0.093,17990,18365
1573,SEQ_F1B2EF9C9712,18421.01,6.13,-0.4759,40.59,0.0723,19480,20105
1574,SEQ_BF992603EB92,6482.02,9.33,0.419,27.16,0.0517,1490,1865
1581,SEQ_79AA58C7E25A,8484.81,8.2,0.2808,34.07,0.141,4470,4845
1582,SEQ_DDD96C49014F,8564.94,8.78,0.3013,39.91,0.141,4470,4845
1585,SEQ_E3E88212CB66,2761.09,5.49,-0.0615,39.85,0.0,0,0
1586,SEQ_AF51152E43A0,8733.2,8.36,-0.1481,33.34,0.0506,1490,2115
1588,SEQ_98311ADC9796,45497.39,8.26,-0.6357,26.12,0.0976,75750,75750
1589,SEQ_0F220A451552,41993.95,9.55,-0.5159,72.91,0.0424,36900,37275
1591,SEQ_54CE6E8B613D,51052.44,8.1,-0.6691,61.03,0.0783,41370,42745
1593,SEQ_1CA6DC0A49B4,8722.11,6.01,0.0423,35.57,0.0769,12490,12865
1597,SEQ_CF30D187803E,8870.52,9.15,0.1927,23.55,0.0488,8480,9105
1598,SEQ_1CF0F97C144A,8587.11,9.74,-0.2382,53.64,0.0526,4470,4970
1599,SEQ_89088AECA77B,7851.05,9.06,-0.0699,45.86,0.0411,4470,4970
