protein_row_id,structure_unique_sequence_id,PLMSearch_query_original,PLMSearch_query_normalized,PLMSearch_hit_count,PLMSearch_top1_target,PLMSearch_top1_score,PLMSearch_top1_confidence_level,PLMSearch_top2_target,PLMSearch_top3_target,PLMSearch_top4_target,PLMSearch_top5_target,PLMSearch_top6_target,PLMSearch_top7_target,PLMSearch_top8_target,PLMSearch_top9_target,PLMSearch_top10_target,PLMSearch_top11_target,PLMSearch_top12_target,PLMSearch_top13_target,PLMSearch_top14_target,PLMSearch_top15_target,PLMSearch_top16_target,PLMSearch_top17_target,PLMSearch_top18_target,PLMSearch_top19_target,PLMSearch_top20_target
2052,SEQ_9F078DC10881,R1642_cyclotide_SEQ_9F078DC10881|cyclotide|Thalassospiramide B,R1642_cyclotide_SEQ_9F078DC10881|cyclotide|Thalassospiramide_B,20,Q54QZ8,0.7259591362589646,high,P02732,Q86IE6,P11920,P21733,Q86HA0,P84984,Q9Y0X6,P14417,P17991,Q8T1V8,P11921,P11728,P0C8W8,Q9ZZW4,P35324,Q85X26,Q55FU5,P80760,Q13117
2055,SEQ_B0AD646095FC,R1643_knottin_SEQ_B0AD646095FC|knottin|,R1643_knottin_SEQ_B0AD646095FC|knottin|,20,P61789,0.9952999949455261,high,A0A3F2YLP5,P0CH54,P61791,P83745,P0DM14,P68423,P31328,P0CH55,P82601,P61232,P83557,B3EWN3,P84015,P0CH59,P0DOW6,P0DQJ6,P0CH13,C0HJK5,P0CI04
2057,SEQ_91BAEC3D6F47,R1644_obody_SEQ_91BAEC3D6F47|obody|Nanobody anti-Cry1Ac P24,R1644_obody_SEQ_91BAEC3D6F47|obody|Nanobody_anti-Cry1Ac_P24,20,P01795,0.9955999851226807,high,P20956,P83907,P01644,P01645,P01647,P01648,P01652,P01811,P04940,P01823,P01653,P01651,P01678,P01676,P01646,P01650,P01675,P01800,P01799
2058,SEQ_280F197A13BA,R1645_obody_SEQ_280F197A13BA|obody|Nanobody anti-SARS-CoV-2 Nb-007,R1645_obody_SEQ_280F197A13BA|obody|Nanobody_anti-SARS-CoV-2_Nb-007,20,P01805,0.9952999949455261,high,P20956,P01795,P83907,P01644,P01645,P01647,P01648,P01652,P01653,P04940,P01651,P01678,P01676,P01650,P01646,P01675,P01811,P01823,P01693
2059,SEQ_1BD6CA4FA24D,R1646_obody_SEQ_1BD6CA4FA24D|obody|Nanobody anti-Cry1Ac P72,R1646_obody_SEQ_1BD6CA4FA24D|obody|Nanobody_anti-Cry1Ac_P72,20,P01803,0.996399998664856,high,P01795,P01797,P01811,P01800,P01802,P01796,P01798,P01799,P01801,P01805,P83907,P01644,P01645,P01647,P01823,P01648,P01652,P04940,P01646
2060,SEQ_8D8DB8846163,R1647_obody_SEQ_8D8DB8846163|obody|Nanobody anti-SARS-CoV-2 Nb-015,R1647_obody_SEQ_8D8DB8846163|obody|Nanobody_anti-SARS-CoV-2_Nb-015,20,P01795,0.996399998664856,high,P01803,P01797,P01811,P01799,P01800,P01801,P19180,P01802,P01805,P01796,P01798,P20956,P01819,P20957,P83907,P01644,P01645,P01647,P04940
2061,SEQ_4A036A58E7D7,R1648_obody_SEQ_4A036A58E7D7|obody|Nanobody anti-SARS-CoV-2 Nb-H6,R1648_obody_SEQ_4A036A58E7D7|obody|Nanobody_anti-SARS-CoV-2_Nb-H6,20,P01803,0.9957000017166138,high,P01795,P01802,P01800,P01796,P01801,P83907,P01644,P01645,P01823,P01647,P01811,P01648,P01652,P01653,P01651,P04940,P01650,P01676,P01646
2073,SEQ_25E8A9098D31,R1649_obody_SEQ_25E8A9098D31|obody|Nanobody anti-TM287/288 clone 22,R1649_obody_SEQ_25E8A9098D31|obody|Nanobody_anti-TM287_288_clone_22,20,P01797,0.9965000152587891,high,P01799,P01811,P01796,P01801,P01795,P01802,P19180,P01798,P01800,P01803,P01813,P03982,P18529,P83907,P01823,P01644,P01645,P01647,P04940
2074,SEQ_04DB0695AF69,R1650_obody_SEQ_04DB0695AF69|obody|Nanobody anti-TM287/288 clone 31,R1650_obody_SEQ_04DB0695AF69|obody|Nanobody_anti-TM287_288_clone_31,20,P01797,0.9973999857902527,high,P01811,P01799,P01796,P01801,P01803,P01798,P01800,P01802,P01795,P19180,P18529,P18530,P01805,P01806,P03982,P18526,P18525,P20957,P01813
2075,SEQ_85821AC39478,R1651_obody_SEQ_85821AC39478|obody|Nanobody anti-ELIC clone 22,R1651_obody_SEQ_85821AC39478|obody|Nanobody_anti-ELIC_clone_22,20,P01802,0.9958999752998352,high,P01801,P01803,P01796,P01797,P01800,P01798,P01823,P01795,P01799,P83907,P01644,P01645,P01811,P01647,P01648,P01652,P04940,P01653,P01651
2076,SEQ_A7F31AB970D7,R1652_obody_SEQ_A7F31AB970D7|obody|Nanobody anti-CFTR T27,R1652_obody_SEQ_A7F31AB970D7|obody|Nanobody_anti-CFTR_T27,20,P01795,0.9961000084877014,high,P01803,P01802,P01800,P01805,P01797,P01801,P01796,P83907,P01644,P01645,P01647,P01648,P04940,P01652,P01646,P01651,P01653,P01678,P01676
2077,SEQ_72B4BC47F43A,R1653_obody_SEQ_72B4BC47F43A|obody|Nanobody anti-VGLUT1 clone 3,R1653_obody_SEQ_72B4BC47F43A|obody|Nanobody_anti-VGLUT1_clone_3,20,P01795,0.9957000017166138,high,P01803,P01797,P01800,P01802,P83907,P01644,P01645,P01647,P01811,P01648,P04940,P01652,P01678,P01646,P01676,P01823,P01651,P01653,P01799
2078,SEQ_BA01731E2845,R1654_obody_SEQ_BA01731E2845|obody|Nanobody anti-VGLUT1 clone 6,R1654_obody_SEQ_BA01731E2845|obody|Nanobody_anti-VGLUT1_clone_6,20,P01795,0.996399998664856,high,P01803,P01797,P01801,P01802,P01796,P01799,P01800,P19180,P01798,P01811,P83907,P01644,P01645,P01647,P01823,P04940,P01648,P01678,P01676
2079,SEQ_0FC7BDEA81BE,R1655_obody_SEQ_0FC7BDEA81BE|obody|Nanobody anti-VGLUT1 clone 9,R1655_obody_SEQ_0FC7BDEA81BE|obody|Nanobody_anti-VGLUT1_clone_9,20,P01803,0.9965000152587891,high,P01795,P01797,P01802,P01796,P01800,P01801,P01798,P01799,P19180,P01811,P01805,P83907,P01644,P01645,P01647,P01648,P01823,P04940,P01652
2080,SEQ_762CE1C8AC9D,R1656_obody_SEQ_762CE1C8AC9D|obody|Nanobody anti-ELIC clone 21,R1656_obody_SEQ_762CE1C8AC9D|obody|Nanobody_anti-ELIC_clone_21,20,P01803,0.9962000250816345,high,P01795,P01797,P01800,P01802,P01798,P01796,P01801,P01811,P01799,P83907,P01644,P01645,P01823,P01652,P01647,P01653,P01648,P01651,P01650
2082,SEQ_CD948A10D4F3,R1657_obody_SEQ_CD948A10D4F3|obody|Nanobody anti-ELIC clone 72,R1657_obody_SEQ_CD948A10D4F3|obody|Nanobody_anti-ELIC_clone_72,20,P01795,0.996399998664856,high,P01803,P01797,P01802,P01796,P01800,P01801,P01798,P01799,P01805,P01811,P19180,P83907,P01644,P01645,P01647,P01648,P01652,P01646,P04940
2083,SEQ_A4C339995230,R1658_obody_SEQ_A4C339995230|obody|Nanobody anti-VGLUT1 clone 4,R1658_obody_SEQ_A4C339995230|obody|Nanobody_anti-VGLUT1_clone_4,20,P83907,0.8096520086090564,high,P01811,P01644,P01645,P01799,P01647,P01823,P01648,P01800,P01802,P01796,P04940,P01652,P01646,P01803,P01651,P01653,P01797,P01678,P01801
2084,SEQ_1A2C51364873,R1659_obody_SEQ_1A2C51364873|obody|Nanobody anti-SARS-CoV-1 clone 72,R1659_obody_SEQ_1A2C51364873|obody|Nanobody_anti-SARS-CoV-1_clone_72,20,P01797,0.9958999752998352,high,P01811,P01801,P01803,P01796,P01799,P01795,P01800,P01802,P01798,P19180,P83907,P01644,P01645,P01647,P01823,P01648,P04940,P01652,P01678
2085,SEQ_A56B64459A26,R1660_obody_SEQ_A56B64459A26|obody|Nanobody anti-GSN clone 11,R1660_obody_SEQ_A56B64459A26|obody|Nanobody_anti-GSN_clone_11,20,P01795,0.9962000250816345,high,P01803,P01797,P01802,P01800,P01801,P01796,P01811,P01798,P01799,P83907,P01644,P01645,P01647,P01648,P01652,P04940,P01646,P01823,P01651
2086,SEQ_7ED1DA7C480B,R1661_obody_SEQ_7ED1DA7C480B|obody|Nanobody anti-DtpA N89,R1661_obody_SEQ_7ED1DA7C480B|obody|Nanobody_anti-DtpA_N89,20,P83907,0.8170259933938979,high,P01644,P01645,P01648,P01647,P01652,P01823,P01653,P01651,P04940,P01646,P01678,P01676,P01650,P01811,P01675,P01800,P01802,P01799,P84750
2087,SEQ_DB99A51B8122,R1662_obody_SEQ_DB99A51B8122|obody|Nanobody anti-CFTR T2a,R1662_obody_SEQ_DB99A51B8122|obody|Nanobody_anti-CFTR_T2a,20,P01795,0.9962000250816345,high,P01803,P01801,P01802,P19180,P01797,P01796,P01800,P01805,P01798,P01799,P83907,P01644,P01645,P01647,P01648,P04940,P01652,P01811,P01646
2088,SEQ_8A9F1C37DF32,R1663_obody_SEQ_8A9F1C37DF32|obody|Nanobody anti-CFTR T4,R1663_obody_SEQ_8A9F1C37DF32|obody|Nanobody_anti-CFTR_T4,20,P01795,0.9959999918937683,high,P01797,P01801,P01796,P01800,P01802,P01803,P01798,P01799,P01811,P01813,P03982,P19180,P83907,P01644,P01645,P01823,P01647,P01648,P04940
2089,SEQ_4891D681E9F3,R1664_obody_SEQ_4891D681E9F3|obody|Nanobody anti-AT1R AT118,R1664_obody_SEQ_4891D681E9F3|obody|Nanobody_anti-AT1R_AT118,20,P01797,0.9958999752998352,high,P01799,P01796,P01798,P01801,P01802,P01803,P01811,P01800,P01766,P19180,P83907,P01644,P01645,P01647,P01648,P01823,P04940,P01652,P01646
2090,SEQ_4953F6ECBB75,R1665_obody_SEQ_4953F6ECBB75|obody|Nanobody anti-ADRB2 clone c202,R1665_obody_SEQ_4953F6ECBB75|obody|Nanobody_anti-ADRB2_clone_c202,20,P01803,0.9961000084877014,high,P01797,P01800,P01802,P01795,P01798,P01801,P01811,P01796,P01799,P83907,P01644,P01645,P01647,P01648,P01823,P01652,P04940,P01646,P01653
2091,SEQ_B6D4D49A444F,R1666_obody_SEQ_B6D4D49A444F|obody|Nanobody anti-ADRB2 clone c207,R1666_obody_SEQ_B6D4D49A444F|obody|Nanobody_anti-ADRB2_clone_c207,20,P01795,0.9961000084877014,high,P01803,P01797,P01800,P01801,P01802,P01796,P01811,P01798,P01799,P19180,P83907,P01644,P01645,P01647,P01823,P01648,P04940,P01652,P01678
2092,SEQ_D4708CEAEBE3,R1667_obody_SEQ_D4708CEAEBE3|obody|Nanobody anti-ADRB2 clone c212,R1667_obody_SEQ_D4708CEAEBE3|obody|Nanobody_anti-ADRB2_clone_c212,20,P01803,0.9965999722480774,high,P01795,P01797,P01800,P01802,P01796,P01798,P01801,P01811,P01799,P01805,P83907,P01644,P01645,P01647,P01648,P01823,P01652,P04940,P01653
2093,SEQ_867AF73A1393,R1668_obody_SEQ_867AF73A1393|obody|Nanobody anti-ADRB2 clone c203,R1668_obody_SEQ_867AF73A1393|obody|Nanobody_anti-ADRB2_clone_c203,20,P01795,0.9961000084877014,high,P01803,P01797,P01801,P01800,P01802,P01796,P01798,P01799,P01811,P01823,P19180,P01805,P18529,P83907,P01644,P01645,P01647,P01648,P04940
2094,SEQ_474CF520140A,R1669_obody_SEQ_474CF520140A|obody|Nanobody anti-ADRB2 clone c210,R1669_obody_SEQ_474CF520140A|obody|Nanobody_anti-ADRB2_clone_c210,20,P01795,0.996399998664856,high,P01797,P01796,P01800,P01801,P01803,P01799,P01802,P01798,P01811,P01805,P19180,P01823,P18529,P83907,P01644,P01645,P01647,P01648,P04940
2095,SEQ_810C596040E2,R1670_obody_SEQ_810C596040E2|obody|Nanobody anti-ADRB2 clone c200,R1670_obody_SEQ_810C596040E2|obody|Nanobody_anti-ADRB2_clone_c200,20,P01797,0.9962999820709229,high,P01801,P01803,P01800,P01802,P01795,P01796,P01798,P01799,P01811,P01805,P01823,P19180,P18529,P83907,P01644,P01645,P01647,P01648,P04940
2096,SEQ_D0A5E0171F2B,R1671_obody_SEQ_D0A5E0171F2B|obody|Nanobody anti-ADRB2 clone c204,R1671_obody_SEQ_D0A5E0171F2B|obody|Nanobody_anti-ADRB2_clone_c204,20,P01803,0.996399998664856,high,P01795,P01797,P01800,P01801,P01802,P01796,P01798,P01811,P01799,P01823,P19180,P01805,P18529,P18530,P83907,P01644,P01645,P01647,P01648
2097,SEQ_C64E00E171AE,R1672_obody_SEQ_C64E00E171AE|obody|Nanobody anti-ADRB2 clone c205,R1672_obody_SEQ_C64E00E171AE|obody|Nanobody_anti-ADRB2_clone_c205,20,P01797,0.9961000084877014,high,P01800,P01795,P01796,P01801,P01803,P01811,P01798,P01799,P01802,P01805,P18529,P19180,P83907,P01644,P01645,P01647,P01823,P01648,P01652
2098,SEQ_86631869A62E,R1673_obody_SEQ_86631869A62E|obody|Nanobody anti-ADRB2 clone c206,R1673_obody_SEQ_86631869A62E|obody|Nanobody_anti-ADRB2_clone_c206,20,P01795,0.9962999820709229,high,P01803,P01797,P01800,P01801,P01811,P01798,P01802,P01796,P01799,P01805,P01823,P19180,P83907,P01644,P01645,P01647,P01648,P04940,P01652
2099,SEQ_023CA3B61E98,R1674_obody_SEQ_023CA3B61E98|obody|Nanobody anti-HSA clone b201,R1674_obody_SEQ_023CA3B61E98|obody|Nanobody_anti-HSA_clone_b201,20,P01797,0.9965000152587891,high,P01811,P01796,P01799,P01800,P01801,P01798,P01803,P01802,P01795,P19180,P18529,P01823,P18530,P83907,P01644,P01645,P01647,P01648,P01652
2100,SEQ_BA741BD386F7,R1675_obody_SEQ_BA741BD386F7|obody|Nanobody anti-ADRB2 clone c209,R1675_obody_SEQ_BA741BD386F7|obody|Nanobody_anti-ADRB2_clone_c209,20,P01797,0.996399998664856,high,P01803,P01796,P01798,P01800,P01801,P01802,P01799,P01811,P01795,P01805,P19180,P18529,P83907,P01644,P01645,P01823,P01647,P01648,P04940
2101,SEQ_756D6F1A4A45,R1676_obody_SEQ_756D6F1A4A45|obody|Nanobody anti-ADRB2 clone c208,R1676_obody_SEQ_756D6F1A4A45|obody|Nanobody_anti-ADRB2_clone_c208,20,P01803,0.9962999820709229,high,P01795,P01797,P01801,P01800,P01802,P01796,P01798,P01799,P01811,P01805,P83907,P01644,P01645,P01823,P01647,P01648,P04940,P01652,P01646
2102,SEQ_3437ADDC00F3,R1677_obody_SEQ_3437ADDC00F3|obody|Nanobody anti-ADRB2 clone c201,R1677_obody_SEQ_3437ADDC00F3|obody|Nanobody_anti-ADRB2_clone_c201,20,P01801,0.9962999820709229,high,P01796,P01797,P01800,P01799,P01802,P01803,P01811,P01798,P01795,P01823,P19180,P18529,P18530,P01805,P83907,P01644,P01645,P01647,P01648
2103,SEQ_D2D781A1BD3A,R1678_obody_SEQ_D2D781A1BD3A|obody|Nanobody anti-AT1R AT118i4,R1678_obody_SEQ_D2D781A1BD3A|obody|Nanobody_anti-AT1R_AT118i4,20,P01797,0.995199978351593,high,P01796,P01799,P01802,P83907,P01811,P01644,P01645,P01647,P01648,P01823,P04940,P01800,P01652,P01646,P01678,P01676,P01653,P01651,P01825
2104,SEQ_484BA704F650,R1679_obody_SEQ_484BA704F650|obody|Nanobody anti-DtpA N00,R1679_obody_SEQ_484BA704F650|obody|Nanobody_anti-DtpA_N00,20,P01795,0.9950000047683716,high,P83907,P01644,P01811,P01645,P01647,P01648,P01823,P01652,P04940,P01678,P01799,P01646,P01676,P01653,P01651,P01800,P01802,P01650,P01796
2105,SEQ_05817C3A512E,R1680_obody_SEQ_05817C3A512E|obody|Nanobody anti-DtpA N87,R1680_obody_SEQ_05817C3A512E|obody|Nanobody_anti-DtpA_N87,20,P83907,0.8016562711765474,high,P01644,P01645,P01811,P01647,P01648,P01823,P01652,P01799,P04940,P01653,P01800,P01651,P01802,P01646,P01678,P01676,P01796,P01650,P01803
2106,SEQ_B6B1F2FCA000,R1681_obody_SEQ_B6B1F2FCA000|obody|Nanobody anti-DtpA N93,R1681_obody_SEQ_B6B1F2FCA000|obody|Nanobody_anti-DtpA_N93,20,P01795,0.9959999918937683,high,P01803,P83907,P01644,P01645,P01647,P04940,P01648,P01678,P01811,P01652,P01676,P01823,P01646,P01651,P01653,P01675,P01650,P01799,P01800
2107,SEQ_FE2A758888AB,R1682_obody_SEQ_FE2A758888AB|obody|Nanobody anti-CFTR G3a,R1682_obody_SEQ_FE2A758888AB|obody|Nanobody_anti-CFTR_G3a,20,P01795,0.9966999888420105,high,P01803,P01797,P01802,P01800,P01801,P19180,P01796,P01799,P01798,P01811,P01805,P01823,P01819,P03982,P01813,P83907,P01644,P01645,P01647
2108,SEQ_D13CFB3A30BF,R1683_obody_SEQ_D13CFB3A30BF|obody|Nanobody anti-VGLUT1 clone 1,R1683_obody_SEQ_D13CFB3A30BF|obody|Nanobody_anti-VGLUT1_clone_1,20,P83907,0.8126767245216371,high,P01644,P01645,P01647,P04940,P01648,P01811,P01678,P01676,P01823,P01652,P01646,P01675,P01653,P01651,P01800,P01799,P01650,P01802,P01796
2109,SEQ_53F38A5DB9DF,R1684_obody_SEQ_53F38A5DB9DF|obody|Nanobody anti-VGLUT1 clone 7,R1684_obody_SEQ_53F38A5DB9DF|obody|Nanobody_anti-VGLUT1_clone_7,20,P01797,0.9962000250816345,high,P01803,P01795,P01799,P01801,P01796,P01802,P01798,P01800,P01811,P19180,P83907,P01644,P01645,P01647,P01823,P01648,P04940,P01678,P01676
2110,SEQ_64FF7C36D828,R1685_obody_SEQ_64FF7C36D828|obody|Nanobody anti-ADRB2 clone c211,R1685_obody_SEQ_64FF7C36D828|obody|Nanobody_anti-ADRB2_clone_c211,20,P01797,0.9961000084877014,high,P01803,P01800,P01801,P01802,P01795,P01796,P01798,P01799,P01811,P19180,P83907,P01644,P01645,P01647,P01648,P01823,P04940,P01652,P01676
2111,SEQ_6D1757AEA160,R1686_obody_SEQ_6D1757AEA160|obody|Nanobody anti-CFTR D12,R1686_obody_SEQ_6D1757AEA160|obody|Nanobody_anti-CFTR_D12,20,P01795,0.9968000054359436,high,P01803,P01805,P01802,P01797,P01800,P01801,P20956,P01796,P01798,P03982,P83907,P01644,P01645,P01647,P04940,P01648,P01811,P01823,P01678
2112,SEQ_6C8882A174D8,R1687_obody_SEQ_6C8882A174D8|obody|Nanobody anti-PglK clone 87,R1687_obody_SEQ_6C8882A174D8|obody|Nanobody_anti-PglK_clone_87,20,P01766,0.9962999820709229,high,P01811,P18526,P01799,P01797,P18525,P01801,P01796,A0A0B4J1V0,A0A0C4DH36,P01798,P18529,P18530,P19180,P01823,P01800,P83907,P01825,P01802,P01803
2113,SEQ_7C9B7F2CE241,R1688_obody_SEQ_7C9B7F2CE241|obody|Nanobody anti-CD70 Nb-2B3,R1688_obody_SEQ_7C9B7F2CE241|obody|Nanobody_anti-CD70_Nb-2B3,20,P01801,0.9961000084877014,high,P18526,P01766,P01797,P01799,P01796,P18525,P01798,A0A0B4J1V0,A0A0C4DH36,P01802,P18524,P01811,P19180,A0A0A0MS15,P01803,A0A0B4J1Y9,P01800,P01806,P18529
2114,SEQ_FC108E639372,R1689_obody_SEQ_FC108E639372|obody|Nanobody anti-DtpA N21,R1689_obody_SEQ_FC108E639372|obody|Nanobody_anti-DtpA_N21,20,P83907,0.8286957088904856,high,P01644,P01645,P01811,P01647,P01648,P01652,P01823,P04940,P01653,P01651,P01676,P01646,P01678,P01650,P01799,P01800,P01675,P01802,P01796
2115,SEQ_6EBFFAD5D4DD,R1690_obody_SEQ_6EBFFAD5D4DD|obody|Nanobody anti-VGLUT1 clone 8,R1690_obody_SEQ_6EBFFAD5D4DD|obody|Nanobody_anti-VGLUT1_clone_8,20,P01795,0.9955999851226807,high,P01823,P01801,P19180,P01803,P01797,P01802,P20957,P83907,P01811,P01644,P01645,P01647,P01648,P04940,P01799,P01652,P01676,P01678,P01800
2116,SEQ_CB4546124434,R1691_obody_SEQ_CB4546124434|obody|Nanobody anti-VGLUT1 clone 5,R1691_obody_SEQ_CB4546124434|obody|Nanobody_anti-VGLUT1_clone_5,20,P01811,0.9973999857902527,high,P01797,P01799,P01801,P01803,P01796,P01798,P01800,P01802,P19180,P18529,P03982,P18530,P01795,P01813,P01823,P18526,P01806,P83907,P01644
2117,SEQ_6E799EED7F3F,R1692_obody_SEQ_6E799EED7F3F|obody|Nanobody anti-VGLUT1 clone 2,R1692_obody_SEQ_6E799EED7F3F|obody|Nanobody_anti-VGLUT1_clone_2,20,P83907,0.7941845035667612,high,P01644,P01645,P01648,P01647,P01652,P01653,P01651,P01650,P01646,P04940,P01678,P01823,P01676,P01811,P01675,P01694,P01693,P01684,P01800
2118,SEQ_E5F7AC23BADF,R1693_obody_SEQ_E5F7AC23BADF|obody|Nanobody anti-VGLUT1 clone 10,R1693_obody_SEQ_E5F7AC23BADF|obody|Nanobody_anti-VGLUT1_clone_10,20,P01795,0.996399998664856,high,P01803,P01797,P01801,P01802,P01796,P01799,P01800,P01798,P01811,P19180,P01805,P83907,P01644,P01645,P01647,P01823,P01648,P04940,P01646
2119,SEQ_1F8F9C55A669,R1694_obody_SEQ_1F8F9C55A669|obody|Nanobody anti-VEGF clone 42,R1694_obody_SEQ_1F8F9C55A669|obody|Nanobody_anti-VEGF_clone_42,20,P01803,0.9955999851226807,high,P01795,P01800,P83907,P01644,P01645,P04940,P01647,P01648,P01678,P01811,P01676,P01652,P01653,P01675,P01823,P01646,P01651,P01650,P01799
2120,SEQ_F9230ED9A515,R1695_obody_SEQ_F9230ED9A515|obody|Nanobody anti-VEGF clone 35,R1695_obody_SEQ_F9230ED9A515|obody|Nanobody_anti-VEGF_clone_35,20,P01795,0.9965000152587891,high,P01803,P01805,P01802,P01800,P01797,P01796,P01798,P01801,P20956,P83907,P01811,P01644,P01645,P01647,P01648,P01823,P01652,P04940,P01653
2121,SEQ_0CF1D2C05B71,R1696_obody_SEQ_0CF1D2C05B71|obody|Nanobody anti-VEGF clone 23,R1696_obody_SEQ_0CF1D2C05B71|obody|Nanobody_anti-VEGF_clone_23,20,P01795,0.9958999752998352,high,P01803,P01797,P01802,P01800,P83907,P04940,P01644,P01645,P01647,P01648,P01678,P01823,P01676,P01811,P01652,P01653,P01651,P01675,P01799
2122,SEQ_2BBD5BCF8834,R1697_obody_SEQ_2BBD5BCF8834|obody|Nanobody anti-MERS-CoV clone 55,R1697_obody_SEQ_2BBD5BCF8834|obody|Nanobody_anti-MERS-CoV_clone_55,20,P01795,0.9957000017166138,high,P20956,P01819,P01803,P20957,P83907,P01644,P01645,P01647,P04940,P01648,P01652,P01678,P01676,P01823,P01811,P01651,P01653,P01646,P01675
2123,SEQ_E80DC297FF65,R1698_obody_SEQ_E80DC297FF65|obody|Nanobody anti-CD70 Nb-3B6,R1698_obody_SEQ_E80DC297FF65|obody|Nanobody_anti-CD70_Nb-3B6,20,P01795,0.9950000047683716,high,P83907,P01644,P01645,P01647,P01648,P04940,P01678,P01652,P01676,P01651,P01653,P01646,P01675,P01823,P01650,P01694,P01693,P84750,P01811
2124,SEQ_D78882D87E43,R1699_obody_SEQ_D78882D87E43|obody|Nanobody anti-VEGF clone 22,R1699_obody_SEQ_D78882D87E43|obody|Nanobody_anti-VEGF_clone_22,20,P01803,0.9958000183105469,high,P01795,P01800,P83907,P01811,P01644,P01645,P01647,P01823,P01648,P01652,P01799,P01653,P01678,P04940,P01651,P01676,P01646,P01802,P01796
2125,SEQ_70A9331BB6B1,R1700_obody_SEQ_70A9331BB6B1|obody|Nanobody anti-VGLUT1 clone 11,R1700_obody_SEQ_70A9331BB6B1|obody|Nanobody_anti-VGLUT1_clone_11,20,P20956,0.9954000115394592,high,P83907,P01644,P01645,P01647,P01648,P01811,P01823,P01652,P01678,P04940,P01676,P01653,P01646,P01651,P01675,P01650,P01800,P01693,P01799
2126,SEQ_EBAB59E5F92F,R1701_obody_SEQ_EBAB59E5F92F|obody|Nanobody anti-AT1R AT120,R1701_obody_SEQ_EBAB59E5F92F|obody|Nanobody_anti-AT1R_AT120,20,P01795,0.9961000084877014,high,P01803,P01801,P01797,P01802,P01800,P01805,P01796,P01798,P01799,P01811,P01823,P20957,P20956,P19180,P83907,P01644,P01645,P01647,P01648
2127,SEQ_59275446F9E3,R1702_obody_SEQ_59275446F9E3|obody|Nanobody anti-GFP cAbGFP4-0-0-0,R1702_obody_SEQ_59275446F9E3|obody|Nanobody_anti-GFP_cAbGFP4-0-0-0,20,P01803,0.9969000220298767,high,P01802,P01800,P01801,P01795,P01796,P01797,P01798,P01799,P01811,P19180,P83907,P01823,P01644,P01645,P01647,P01648,P01652,P01653,P01651
2128,SEQ_3775281A35FF,R1703_obody_SEQ_3775281A35FF|obody|Nanobody anti-GFP cAbGFP4-1-1-0,R1703_obody_SEQ_3775281A35FF|obody|Nanobody_anti-GFP_cAbGFP4-1-1-0,20,P01803,0.9968000054359436,high,P01800,P01802,P01795,P01796,P01797,P01801,P01798,P01799,P01811,P83907,P01823,P01644,P01645,P01647,P01648,P01652,P01653,P04940,P01678
2129,SEQ_6D4E17492234,R1704_obody_SEQ_6D4E17492234|obody|Nanobody anti-GFP cAbGFP4-1-1-1,R1704_obody_SEQ_6D4E17492234|obody|Nanobody_anti-GFP_cAbGFP4-1-1-1,20,P01803,0.9962000250816345,high,P01795,P01800,P01802,P01796,P01797,P01801,P01798,P01799,P83907,P01811,P01823,P01644,P01645,P01647,P01648,P01652,P01653,P04940,P01678
2130,SEQ_C03C280E359D,R1705_obody_SEQ_C03C280E359D|obody|Nanobody anti-GFP cAbGFP4-1-0-0,R1705_obody_SEQ_C03C280E359D|obody|Nanobody_anti-GFP_cAbGFP4-1-0-0,20,P01803,0.9970999956130981,high,P01802,P01800,P01796,P01801,P01797,P01795,P01798,P01799,P01811,P19180,P03982,P01805,P20956,P83907,P01823,P01644,P01645,P01647,P01648
2131,SEQ_686236602EF6,R1706_obody_SEQ_686236602EF6|obody|Nanobody anti-GPC3 G8,R1706_obody_SEQ_686236602EF6|obody|Nanobody_anti-GPC3_G8,20,P01795,0.9962999820709229,high,P01803,P01800,P83907,P20956,P01811,P01823,P01644,P01645,P01647,P01648,P01799,P01652,P04940,P01653,P01651,P01678,P01646,P01676,P01802
2132,SEQ_EF36C0218058,R1707_obody_SEQ_EF36C0218058|obody|Nanobody anti-GPC3 G10,R1707_obody_SEQ_EF36C0218058|obody|Nanobody_anti-GPC3_G10,20,P01795,0.9955000281333923,high,P83907,P01811,P01823,P01644,P01645,P01647,P01648,P01652,P01799,P01800,P01653,P01651,P01802,P04940,P01796,P01646,P01650,P01678,P01676
2133,SEQ_511BD9A4832E,R1708_obody_SEQ_511BD9A4832E|obody|Nanobody anti-GPC3 G64,R1708_obody_SEQ_511BD9A4832E|obody|Nanobody_anti-GPC3_G64,20,P01795,0.9957000017166138,high,P01803,P83907,P01823,P01811,P01644,P01645,P01647,P01648,P01652,P01653,P01799,P01800,P01651,P04940,P01678,P01646,P01676,P01802,P01650
2134,SEQ_0172B54C30A4,R1709_obody_SEQ_0172B54C30A4|obody|Nanobody anti-GPC3 G11,R1709_obody_SEQ_0172B54C30A4|obody|Nanobody_anti-GPC3_G11,20,P01795,0.9966999888420105,high,P20956,P01803,P01805,P01819,P83907,P01823,P01811,P01644,P01645,P01647,P01648,P04940,P01678,P01676,P01652,P01799,P01800,P01653,P01651
