row_index,protein_label,scaffold,canonical_name,selected_structure_type,selected_structure_source_path,selected_structure_bundle_path,structure_locator,structure_best_available_source
1629,R1630_cyclotide_SEQ_B6545D78DD6E,cyclotide,Unk-D-Dab-Thr-D-Dab-D-Dab(1)-Dab-D-Leu-Unk-Dab-Dab-Thr-(1),local_exact_prediction,<local_path_removed>/SEQ_B6545D78DD6E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1630_cyclotide_SEQ_B6545D78DD6E_local_exact_prediction.pdb,,local_exact_sequence_prediction
1630,R1631_cyclotide_SEQ_FD996C0E7E40,cyclotide,[Arg(CHD)]cyO2,PDB_exact,<local_path_removed>/SEQ_FD996C0E7E40_2KCG_full.pdb,<local_path_removed>/R1631_cyclotide_SEQ_FD996C0E7E40_PDB_exact.pdb,,PDB_exact_experimental
1631,R1632_cyclotide_SEQ_40EBE5A7835A,cyclotide,Kalata B4,PDB_exact,<local_path_removed>/SEQ_40EBE5A7835A_7RFA_full.pdb,<local_path_removed>/R1632_cyclotide_SEQ_40EBE5A7835A_PDB_exact.pdb,,PDB_exact_experimental
1632,R1633_cyclotide_SEQ_FCF13CCB1944,cyclotide,Violapeptide 1,local_exact_prediction,<local_path_removed>/SEQ_FCF13CCB1944_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1633_cyclotide_SEQ_FCF13CCB1944_local_exact_prediction.pdb,,local_exact_sequence_prediction
1633,R1634_cyclotide_SEQ_4675275421FC,cyclotide,Subtilosin-A,local_exact_prediction,<local_path_removed>/SEQ_4675275421FC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1634_cyclotide_SEQ_4675275421FC_local_exact_prediction.pdb,,local_exact_sequence_prediction
1634,R1635_cyclotide_SEQ_7A1686BC7A6F,cyclotide,Rel-Cyclo-(Pro-Pro-Ala-Gly-Leu-Ala-Thr-Phe),local_exact_prediction,<local_path_removed>/SEQ_7A1686BC7A6F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1635_cyclotide_SEQ_7A1686BC7A6F_local_exact_prediction.pdb,,local_exact_sequence_prediction
1635,R1636_cyclotide_SEQ_B15FA258FE61,cyclotide,Enniatin J2,local_exact_prediction,<local_path_removed>/SEQ_B15FA258FE61_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1636_cyclotide_SEQ_B15FA258FE61_local_exact_prediction.pdb,,local_exact_sequence_prediction
1636,R1637_cyclotide_SEQ_8D4772F140C9,cyclotide,"PVIIA [insN_GGG,insC_LPET] cyclic",PDB_exact,<local_path_removed>/SEQ_8D4772F140C9_2N8E_full.pdb,<local_path_removed>/R1637_cyclotide_SEQ_8D4772F140C9_PDB_exact.pdb,,PDB_exact_experimental
1637,R1638_cyclotide_SEQ_E749602A3035,cyclotide,"PIVA [Hyp7P,Hyp13P]",local_exact_prediction,<local_path_removed>/SEQ_E749602A3035_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1638_cyclotide_SEQ_E749602A3035_local_exact_prediction.pdb,,local_exact_sequence_prediction
1638,R1639_cyclotide_SEQ_F415E3950E75,cyclotide,Iberiotoxin,local_exact_prediction,<local_path_removed>/SEQ_F415E3950E75_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1639_cyclotide_SEQ_F415E3950E75_local_exact_prediction.pdb,,local_exact_sequence_prediction
1639,R1640_cyclotide_SEQ_22F4BD726F11,cyclotide,Cyclo[Dl-Ala-Unk-Dl-Pro-Dl-Pro-Dl-Xiile-Gly-Unk],local_exact_prediction,<local_path_removed>/SEQ_22F4BD726F11_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1640_cyclotide_SEQ_22F4BD726F11_local_exact_prediction.pdb,,local_exact_sequence_prediction
1640,R1641_cyclotide_SEQ_77BD0E73F1A9,cyclotide,"36,42-Bis(4-Aminobutyl)-50-[[2-[[2-[(2-Amino-1-Hydroxyethylidene)Amino]-4-Carboxy-1-Hydroxybutylidene]Amino]-1,3-Dihydroxypropylidene]Amino]-15,59,71,83-Tetra(Butan-2-Yl)-24-(3-Carbamimidamidopropyl)-8,17,20,23,26,29,32,35,38,41,44,51,54,57,66,69,72,75,78,81,84,87,89,92-Tetracosahydroxy-21-(2-Hydroxy-2-Iminoethyl)-39,74,77,91-Tetrakis(Hydroxymethyl)-27-[(4-Hydroxyphenyl)Methyl]-56-(1H-Indol-3-Ylmethyl)-80-Methyl-14,60-Dioxo-33,53-Di(Propan-2-Yl)-3,4,47,48,95,96-Hexathia-7,13,16,19,22,25,28,31,34,37,40,43,52,55,58,61,67,70,73,76,79,82,85,88,90,93-Hexacosazapentacyclo[43.43.5.430,68.09,13.061,65]Heptanonaconta-7,16,19,22,25,28,31,34,37,40,43,51,54,57,66,69,72,75,78,81,84,87,89,92-Tetracosaene-6-Carboxylic Acid",local_exact_prediction,<local_path_removed>/SEQ_77BD0E73F1A9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1641_cyclotide_SEQ_77BD0E73F1A9_local_exact_prediction.pdb,,local_exact_sequence_prediction
1641,R1642_cyclotide_SEQ_9F078DC10881,cyclotide,Thalassospiramide B,local_exact_prediction,<local_path_removed>/SEQ_9F078DC10881_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1642_cyclotide_SEQ_9F078DC10881_local_exact_prediction.pdb,,local_exact_sequence_prediction
1642,R1643_knottin_SEQ_B0AD646095FC,knottin,,PDB_exact,<local_path_removed>/SEQ_B0AD646095FC_1GUR_full.pdb,<local_path_removed>/R1643_knottin_SEQ_B0AD646095FC_PDB_exact.pdb,,PDB_exact_experimental
1643,R1644_obody_SEQ_91BAEC3D6F47,obody,Nanobody anti-Cry1Ac P24,local_exact_prediction,<local_path_removed>/SEQ_91BAEC3D6F47_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1644_obody_SEQ_91BAEC3D6F47_local_exact_prediction.pdb,,local_exact_sequence_prediction
1644,R1645_obody_SEQ_280F197A13BA,obody,Nanobody anti-SARS-CoV-2 Nb-007,local_exact_prediction,<local_path_removed>/SEQ_280F197A13BA_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1645_obody_SEQ_280F197A13BA_local_exact_prediction.pdb,,local_exact_sequence_prediction
1645,R1646_obody_SEQ_1BD6CA4FA24D,obody,Nanobody anti-Cry1Ac P72,local_exact_prediction,<local_path_removed>/SEQ_1BD6CA4FA24D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1646_obody_SEQ_1BD6CA4FA24D_local_exact_prediction.pdb,,local_exact_sequence_prediction
1646,R1647_obody_SEQ_8D8DB8846163,obody,Nanobody anti-SARS-CoV-2 Nb-015,local_exact_prediction,<local_path_removed>/SEQ_8D8DB8846163_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1647_obody_SEQ_8D8DB8846163_local_exact_prediction.pdb,,local_exact_sequence_prediction
1647,R1648_obody_SEQ_4A036A58E7D7,obody,Nanobody anti-SARS-CoV-2 Nb-H6,local_exact_prediction,<local_path_removed>/SEQ_4A036A58E7D7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1648_obody_SEQ_4A036A58E7D7_local_exact_prediction.pdb,,local_exact_sequence_prediction
1648,R1649_obody_SEQ_25E8A9098D31,obody,Nanobody anti-TM287/288 clone 22,local_exact_prediction,<local_path_removed>/SEQ_25E8A9098D31_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1649_obody_SEQ_25E8A9098D31_local_exact_prediction.pdb,,local_exact_sequence_prediction
1649,R1650_obody_SEQ_04DB0695AF69,obody,Nanobody anti-TM287/288 clone 31,local_exact_prediction,<local_path_removed>/SEQ_04DB0695AF69_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1650_obody_SEQ_04DB0695AF69_local_exact_prediction.pdb,,local_exact_sequence_prediction
1650,R1651_obody_SEQ_85821AC39478,obody,Nanobody anti-ELIC clone 22,PDB_exact,<local_path_removed>/SEQ_85821AC39478_6SSI_full.pdb,<local_path_removed>/R1651_obody_SEQ_85821AC39478_PDB_exact.pdb,,PDB_exact_experimental
1651,R1652_obody_SEQ_A7F31AB970D7,obody,Nanobody anti-CFTR T27,PDB_exact,<local_path_removed>/SEQ_A7F31AB970D7_6GJQ_full.pdb,<local_path_removed>/R1652_obody_SEQ_A7F31AB970D7_PDB_exact.pdb,,PDB_exact_experimental
1652,R1653_obody_SEQ_72B4BC47F43A,obody,Nanobody anti-VGLUT1 clone 3,local_exact_prediction,<local_path_removed>/SEQ_72B4BC47F43A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1653_obody_SEQ_72B4BC47F43A_local_exact_prediction.pdb,,local_exact_sequence_prediction
1653,R1654_obody_SEQ_BA01731E2845,obody,Nanobody anti-VGLUT1 clone 6,local_exact_prediction,<local_path_removed>/SEQ_BA01731E2845_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1654_obody_SEQ_BA01731E2845_local_exact_prediction.pdb,,local_exact_sequence_prediction
1654,R1655_obody_SEQ_0FC7BDEA81BE,obody,Nanobody anti-VGLUT1 clone 9,PDB_exact,<local_path_removed>/SEQ_0FC7BDEA81BE_5OCL_full.pdb,<local_path_removed>/R1655_obody_SEQ_0FC7BDEA81BE_PDB_exact.pdb,,PDB_exact_experimental
1655,R1656_obody_SEQ_762CE1C8AC9D,obody,Nanobody anti-ELIC clone 21,PDB_exact,<local_path_removed>/SEQ_762CE1C8AC9D_6SSP_full.pdb,<local_path_removed>/R1656_obody_SEQ_762CE1C8AC9D_PDB_exact.pdb,,PDB_exact_experimental
1656,R1657_obody_SEQ_CD948A10D4F3,obody,Nanobody anti-ELIC clone 72,PDB_exact,<local_path_removed>/SEQ_CD948A10D4F3_6HJX_full.pdb,<local_path_removed>/R1657_obody_SEQ_CD948A10D4F3_PDB_exact.pdb,,PDB_exact_experimental
1657,R1658_obody_SEQ_A4C339995230,obody,Nanobody anti-VGLUT1 clone 4,local_exact_prediction,<local_path_removed>/SEQ_A4C339995230_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1658_obody_SEQ_A4C339995230_local_exact_prediction.pdb,,local_exact_sequence_prediction
1658,R1659_obody_SEQ_1A2C51364873,obody,Nanobody anti-SARS-CoV-1 clone 72,PDB_exact,<local_path_removed>/SEQ_1A2C51364873_6WAQ_full.pdb,<local_path_removed>/R1659_obody_SEQ_1A2C51364873_PDB_exact.pdb,,PDB_exact_experimental
1659,R1660_obody_SEQ_A56B64459A26,obody,Nanobody anti-GSN clone 11,PDB_exact,<local_path_removed>/SEQ_A56B64459A26_4S10_full.pdb,<local_path_removed>/R1660_obody_SEQ_A56B64459A26_PDB_exact.pdb,,PDB_exact_experimental
1660,R1661_obody_SEQ_7ED1DA7C480B,obody,Nanobody anti-DtpA N89,local_exact_prediction,<local_path_removed>/SEQ_7ED1DA7C480B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1661_obody_SEQ_7ED1DA7C480B_local_exact_prediction.pdb,,local_exact_sequence_prediction
1661,R1662_obody_SEQ_DB99A51B8122,obody,Nanobody anti-CFTR T2a,PDB_exact,<local_path_removed>/SEQ_DB99A51B8122_6GJU_full.pdb,<local_path_removed>/R1662_obody_SEQ_DB99A51B8122_PDB_exact.pdb,,PDB_exact_experimental
1662,R1663_obody_SEQ_8A9F1C37DF32,obody,Nanobody anti-CFTR T4,PDB_exact,<local_path_removed>/SEQ_8A9F1C37DF32_6GJS_full.pdb,<local_path_removed>/R1663_obody_SEQ_8A9F1C37DF32_PDB_exact.pdb,,PDB_exact_experimental
1663,R1664_obody_SEQ_4891D681E9F3,obody,Nanobody anti-AT1R AT118,local_exact_prediction,<local_path_removed>/SEQ_4891D681E9F3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1664_obody_SEQ_4891D681E9F3_local_exact_prediction.pdb,,local_exact_sequence_prediction
1664,R1665_obody_SEQ_4953F6ECBB75,obody,Nanobody anti-ADRB2 clone c202,local_exact_prediction,<local_path_removed>/SEQ_4953F6ECBB75_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1665_obody_SEQ_4953F6ECBB75_local_exact_prediction.pdb,,local_exact_sequence_prediction
1665,R1666_obody_SEQ_B6D4D49A444F,obody,Nanobody anti-ADRB2 clone c207,local_exact_prediction,<local_path_removed>/SEQ_B6D4D49A444F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1666_obody_SEQ_B6D4D49A444F_local_exact_prediction.pdb,,local_exact_sequence_prediction
1666,R1667_obody_SEQ_D4708CEAEBE3,obody,Nanobody anti-ADRB2 clone c212,local_exact_prediction,<local_path_removed>/SEQ_D4708CEAEBE3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1667_obody_SEQ_D4708CEAEBE3_local_exact_prediction.pdb,,local_exact_sequence_prediction
1667,R1668_obody_SEQ_867AF73A1393,obody,Nanobody anti-ADRB2 clone c203,local_exact_prediction,<local_path_removed>/SEQ_867AF73A1393_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1668_obody_SEQ_867AF73A1393_local_exact_prediction.pdb,,local_exact_sequence_prediction
1668,R1669_obody_SEQ_474CF520140A,obody,Nanobody anti-ADRB2 clone c210,local_exact_prediction,<local_path_removed>/SEQ_474CF520140A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1669_obody_SEQ_474CF520140A_local_exact_prediction.pdb,,local_exact_sequence_prediction
1669,R1670_obody_SEQ_810C596040E2,obody,Nanobody anti-ADRB2 clone c200,local_exact_prediction,<local_path_removed>/SEQ_810C596040E2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1670_obody_SEQ_810C596040E2_local_exact_prediction.pdb,,local_exact_sequence_prediction
1670,R1671_obody_SEQ_D0A5E0171F2B,obody,Nanobody anti-ADRB2 clone c204,local_exact_prediction,<local_path_removed>/SEQ_D0A5E0171F2B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1671_obody_SEQ_D0A5E0171F2B_local_exact_prediction.pdb,,local_exact_sequence_prediction
1671,R1672_obody_SEQ_C64E00E171AE,obody,Nanobody anti-ADRB2 clone c205,local_exact_prediction,<local_path_removed>/SEQ_C64E00E171AE_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1672_obody_SEQ_C64E00E171AE_local_exact_prediction.pdb,,local_exact_sequence_prediction
1672,R1673_obody_SEQ_86631869A62E,obody,Nanobody anti-ADRB2 clone c206,local_exact_prediction,<local_path_removed>/SEQ_86631869A62E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1673_obody_SEQ_86631869A62E_local_exact_prediction.pdb,,local_exact_sequence_prediction
1673,R1674_obody_SEQ_023CA3B61E98,obody,Nanobody anti-HSA clone b201,PDB_exact,<local_path_removed>/SEQ_023CA3B61E98_5VNV_full.pdb,<local_path_removed>/R1674_obody_SEQ_023CA3B61E98_PDB_exact.pdb,,PDB_exact_experimental
1674,R1675_obody_SEQ_BA741BD386F7,obody,Nanobody anti-ADRB2 clone c209,local_exact_prediction,<local_path_removed>/SEQ_BA741BD386F7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1675_obody_SEQ_BA741BD386F7_local_exact_prediction.pdb,,local_exact_sequence_prediction
1675,R1676_obody_SEQ_756D6F1A4A45,obody,Nanobody anti-ADRB2 clone c208,local_exact_prediction,<local_path_removed>/SEQ_756D6F1A4A45_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1676_obody_SEQ_756D6F1A4A45_local_exact_prediction.pdb,,local_exact_sequence_prediction
1676,R1677_obody_SEQ_3437ADDC00F3,obody,Nanobody anti-ADRB2 clone c201,local_exact_prediction,<local_path_removed>/SEQ_3437ADDC00F3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1677_obody_SEQ_3437ADDC00F3_local_exact_prediction.pdb,,local_exact_sequence_prediction
1677,R1678_obody_SEQ_D2D781A1BD3A,obody,Nanobody anti-AT1R AT118i4,local_exact_prediction,<local_path_removed>/SEQ_D2D781A1BD3A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1678_obody_SEQ_D2D781A1BD3A_local_exact_prediction.pdb,,local_exact_sequence_prediction
1678,R1679_obody_SEQ_484BA704F650,obody,Nanobody anti-DtpA N00,PDB_exact,<local_path_removed>/SEQ_484BA704F650_6GS1_full.pdb,<local_path_removed>/R1679_obody_SEQ_484BA704F650_PDB_exact.pdb,,PDB_exact_experimental
1679,R1680_obody_SEQ_05817C3A512E,obody,Nanobody anti-DtpA N87,local_exact_prediction,<local_path_removed>/SEQ_05817C3A512E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1680_obody_SEQ_05817C3A512E_local_exact_prediction.pdb,,local_exact_sequence_prediction
1680,R1681_obody_SEQ_B6B1F2FCA000,obody,Nanobody anti-DtpA N93,local_exact_prediction,<local_path_removed>/SEQ_B6B1F2FCA000_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1681_obody_SEQ_B6B1F2FCA000_local_exact_prediction.pdb,,local_exact_sequence_prediction
1681,R1682_obody_SEQ_FE2A758888AB,obody,Nanobody anti-CFTR G3a,PDB_exact,<local_path_removed>/SEQ_FE2A758888AB_6GKD_full.pdb,<local_path_removed>/R1682_obody_SEQ_FE2A758888AB_PDB_exact.pdb,,PDB_exact_experimental
1682,R1683_obody_SEQ_D13CFB3A30BF,obody,Nanobody anti-VGLUT1 clone 1,local_exact_prediction,<local_path_removed>/SEQ_D13CFB3A30BF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1683_obody_SEQ_D13CFB3A30BF_local_exact_prediction.pdb,,local_exact_sequence_prediction
1683,R1684_obody_SEQ_53F38A5DB9DF,obody,Nanobody anti-VGLUT1 clone 7,local_exact_prediction,<local_path_removed>/SEQ_53F38A5DB9DF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1684_obody_SEQ_53F38A5DB9DF_local_exact_prediction.pdb,,local_exact_sequence_prediction
1684,R1685_obody_SEQ_64FF7C36D828,obody,Nanobody anti-ADRB2 clone c211,local_exact_prediction,<local_path_removed>/SEQ_64FF7C36D828_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1685_obody_SEQ_64FF7C36D828_local_exact_prediction.pdb,,local_exact_sequence_prediction
1685,R1686_obody_SEQ_6D1757AEA160,obody,Nanobody anti-CFTR D12,PDB_exact,<local_path_removed>/SEQ_6D1757AEA160_6GJS_chain_B.pdb,<local_path_removed>/R1686_obody_SEQ_6D1757AEA160_PDB_exact.pdb,6GJS_B,PDB_exact_experimental
1686,R1687_obody_SEQ_6C8882A174D8,obody,Nanobody anti-PglK clone 87,PDB_exact,<local_path_removed>/SEQ_6C8882A174D8_5NBD_full.pdb,<local_path_removed>/R1687_obody_SEQ_6C8882A174D8_PDB_exact.pdb,,PDB_exact_experimental
1687,R1688_obody_SEQ_7C9B7F2CE241,obody,Nanobody anti-CD70 Nb-2B3,local_exact_prediction,<local_path_removed>/SEQ_7C9B7F2CE241_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1688_obody_SEQ_7C9B7F2CE241_local_exact_prediction.pdb,,local_exact_sequence_prediction
1688,R1689_obody_SEQ_FC108E639372,obody,Nanobody anti-DtpA N21,local_exact_prediction,<local_path_removed>/SEQ_FC108E639372_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1689_obody_SEQ_FC108E639372_local_exact_prediction.pdb,,local_exact_sequence_prediction
1689,R1690_obody_SEQ_6EBFFAD5D4DD,obody,Nanobody anti-VGLUT1 clone 8,local_exact_prediction,<local_path_removed>/SEQ_6EBFFAD5D4DD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1690_obody_SEQ_6EBFFAD5D4DD_local_exact_prediction.pdb,,local_exact_sequence_prediction
1690,R1691_obody_SEQ_CB4546124434,obody,Nanobody anti-VGLUT1 clone 5,local_exact_prediction,<local_path_removed>/SEQ_CB4546124434_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1691_obody_SEQ_CB4546124434_local_exact_prediction.pdb,,local_exact_sequence_prediction
1691,R1692_obody_SEQ_6E799EED7F3F,obody,Nanobody anti-VGLUT1 clone 2,local_exact_prediction,<local_path_removed>/SEQ_6E799EED7F3F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1692_obody_SEQ_6E799EED7F3F_local_exact_prediction.pdb,,local_exact_sequence_prediction
1692,R1693_obody_SEQ_E5F7AC23BADF,obody,Nanobody anti-VGLUT1 clone 10,local_exact_prediction,<local_path_removed>/SEQ_E5F7AC23BADF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1693_obody_SEQ_E5F7AC23BADF_local_exact_prediction.pdb,,local_exact_sequence_prediction
1693,R1694_obody_SEQ_1F8F9C55A669,obody,Nanobody anti-VEGF clone 42,local_exact_prediction,<local_path_removed>/SEQ_1F8F9C55A669_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1694_obody_SEQ_1F8F9C55A669_local_exact_prediction.pdb,,local_exact_sequence_prediction
1694,R1695_obody_SEQ_F9230ED9A515,obody,Nanobody anti-VEGF clone 35,local_exact_prediction,<local_path_removed>/SEQ_F9230ED9A515_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1695_obody_SEQ_F9230ED9A515_local_exact_prediction.pdb,,local_exact_sequence_prediction
1695,R1696_obody_SEQ_0CF1D2C05B71,obody,Nanobody anti-VEGF clone 23,local_exact_prediction,<local_path_removed>/SEQ_0CF1D2C05B71_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1696_obody_SEQ_0CF1D2C05B71_local_exact_prediction.pdb,,local_exact_sequence_prediction
1696,R1697_obody_SEQ_2BBD5BCF8834,obody,Nanobody anti-MERS-CoV clone 55,PDB_exact,<local_path_removed>/SEQ_2BBD5BCF8834_6WAR_full.pdb,<local_path_removed>/R1697_obody_SEQ_2BBD5BCF8834_PDB_exact.pdb,,PDB_exact_experimental
1697,R1698_obody_SEQ_E80DC297FF65,obody,Nanobody anti-CD70 Nb-3B6,local_exact_prediction,<local_path_removed>/SEQ_E80DC297FF65_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1698_obody_SEQ_E80DC297FF65_local_exact_prediction.pdb,,local_exact_sequence_prediction
1698,R1699_obody_SEQ_D78882D87E43,obody,Nanobody anti-VEGF clone 22,local_exact_prediction,<local_path_removed>/SEQ_D78882D87E43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1699_obody_SEQ_D78882D87E43_local_exact_prediction.pdb,,local_exact_sequence_prediction
1699,R1700_obody_SEQ_70A9331BB6B1,obody,Nanobody anti-VGLUT1 clone 11,local_exact_prediction,<local_path_removed>/SEQ_70A9331BB6B1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1700_obody_SEQ_70A9331BB6B1_local_exact_prediction.pdb,,local_exact_sequence_prediction
1700,R1701_obody_SEQ_EBAB59E5F92F,obody,Nanobody anti-AT1R AT120,local_exact_prediction,<local_path_removed>/SEQ_EBAB59E5F92F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1701_obody_SEQ_EBAB59E5F92F_local_exact_prediction.pdb,,local_exact_sequence_prediction
1701,R1702_obody_SEQ_59275446F9E3,obody,Nanobody anti-GFP cAbGFP4-0-0-0,local_exact_prediction,<local_path_removed>/SEQ_59275446F9E3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1702_obody_SEQ_59275446F9E3_local_exact_prediction.pdb,,local_exact_sequence_prediction
1702,R1703_obody_SEQ_3775281A35FF,obody,Nanobody anti-GFP cAbGFP4-1-1-0,local_exact_prediction,<local_path_removed>/SEQ_3775281A35FF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1703_obody_SEQ_3775281A35FF_local_exact_prediction.pdb,,local_exact_sequence_prediction
1703,R1704_obody_SEQ_6D4E17492234,obody,Nanobody anti-GFP cAbGFP4-1-1-1,local_exact_prediction,<local_path_removed>/SEQ_6D4E17492234_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1704_obody_SEQ_6D4E17492234_local_exact_prediction.pdb,,local_exact_sequence_prediction
1704,R1705_obody_SEQ_C03C280E359D,obody,Nanobody anti-GFP cAbGFP4-1-0-0,PDB_exact,<local_path_removed>/SEQ_C03C280E359D_3K1K_full.pdb,<local_path_removed>/R1705_obody_SEQ_C03C280E359D_PDB_exact.pdb,,PDB_exact_experimental
1705,R1706_obody_SEQ_686236602EF6,obody,Nanobody anti-GPC3 G8,local_exact_prediction,<local_path_removed>/SEQ_686236602EF6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1706_obody_SEQ_686236602EF6_local_exact_prediction.pdb,,local_exact_sequence_prediction
1706,R1707_obody_SEQ_EF36C0218058,obody,Nanobody anti-GPC3 G10,local_exact_prediction,<local_path_removed>/SEQ_EF36C0218058_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1707_obody_SEQ_EF36C0218058_local_exact_prediction.pdb,,local_exact_sequence_prediction
1707,R1708_obody_SEQ_511BD9A4832E,obody,Nanobody anti-GPC3 G64,local_exact_prediction,<local_path_removed>/SEQ_511BD9A4832E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1708_obody_SEQ_511BD9A4832E_local_exact_prediction.pdb,,local_exact_sequence_prediction
1708,R1709_obody_SEQ_0172B54C30A4,obody,Nanobody anti-GPC3 G11,local_exact_prediction,<local_path_removed>/SEQ_0172B54C30A4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1709_obody_SEQ_0172B54C30A4_local_exact_prediction.pdb,,local_exact_sequence_prediction
1709,R1710_obody_SEQ_17979E357BAA,obody,Nanobody anti-GFP cAbGFP4-1-0-1,local_exact_prediction,<local_path_removed>/SEQ_17979E357BAA_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R1710_obody_SEQ_17979E357BAA_local_exact_prediction.pdb,,local_exact_sequence_prediction
1710,R1711_obody_SEQ_5DF9BB8679FD,obody,Nanobody anti-SARS-CoV-2 clone H11CH4,none,,,,none
